n,abr_type,height_before,height_after,insert_time,search_time,delete_time
5310,flag,25,21,2.705676883638939e-06,1.3300480325548834e-06,2.92500018872488e-06
5410,flag,25,23,2.744678404493224e-06,1.3567982779244605e-06,3.014555667916098e-06
5510,flag,26,25,2.8379401052226673e-06,1.3969667858369118e-06,2.9954377553947474e-06
5610,flag,28,23,2.8458136793928417e-06,1.4272066141674473e-06,3.0263206988949674e-06
5710,flag,24,22,2.938370149619487e-06,1.330973747375924e-06,2.9315363006165915e-06
5810,flag,25,23,2.820727937029947e-06,1.401822087721058e-06,2.9069086051305988e-06
5910,flag,25,21,2.8162579350731417e-06,1.4233787639627596e-06,2.972618802937641e-06
6010,flag,26,24,2.6536977824485936e-06,1.276579819676147e-06,2.8393736299778714e-06
6110,flag,30,25,2.8366205502968523e-06,1.4486374531724144e-06,3.0786872344990306e-06
6210,flag,24,23,2.7718839762893884e-06,1.4250206849897777e-06,3.0273410225330685e-06
6310,flag,26,22,2.88703860951616e-06,1.4175038076816444e-06,2.8901929768525554e-06
6410,flag,27,25,2.7853271580077096e-06,1.2998393050807544e-06,2.9832543244314678e-06
6510,flag,27,26,3.394856021693105e-06,1.4810041595487694e-06,3.68956522003788e-06
6610,flag,24,22,3.179379114416497e-06,1.3477633220549769e-06,2.974691102999826e-06
6710,flag,26,24,3.7097782632997998e-06,1.7240902437452634e-06,3.8173452203532856e-06
6810,flag,27,24,3.3813359792895865e-06,1.6638393520094854e-06,3.4358861455700833e-06
6910,flag,27,24,3.4742484956662596e-06,1.7286576105908212e-06,3.46256491858954e-06
7010,flag,29,27,3.383109611981477e-06,1.7226811589511192e-06,3.3785766068448283e-06
7110,flag,25,24,3.05012673370804e-06,1.5479103321515357e-06,3.310057946835279e-06
7210,flag,26,22,2.8118924535791793e-06,1.3384118098106092e-06,2.9389089989968644e-06
7310,flag,28,27,3.0251142507546092e-06,1.558092226542807e-06,3.0562932580357797e-06
7410,flag,26,22,2.8812499880648646e-06,1.3529036166713634e-06,2.913025936084639e-06
7510,flag,25,25,2.828477085481546e-06,1.4107416338582244e-06,2.9933146335000385e-06
7610,flag,27,23,2.8673192783814633e-06,1.4830109960295374e-06,2.9859026542426688e-06
7710,flag,25,24,2.7399633859534263e-06,1.2675640829757338e-06,2.8107945949135237e-06
7810,flag,28,24,2.930073771329427e-06,1.4501345467334925e-06,2.9333545812160248e-06
7910,flag,28,24,2.951425149137225e-06,1.4499344429419206e-06,2.9646262191818096e-06
8010,flag,28,24,2.920055275422099e-06,1.4872973577625812e-06,3.134927623659077e-06
8110,flag,24,22,2.795202854965553e-06,1.2669626285440714e-06,3.407897959583189e-06
8210,flag,27,25,3.094426103008358e-06,1.5337213750096104e-06,3.071392970761723e-06
8310,flag,25,24,3.1246549638139005e-06,1.3265023186183161e-06,2.971524443681829e-06
8410,flag,28,26,3.1981612590884983e-06,1.5269160951056625e-06,3.1683722820417766e-06
8510,flag,25,24,2.989693640004659e-06,1.3089394008105738e-06,2.887782976056279e-06
8610,flag,27,23,3.0752000748179855e-06,1.5794521903795562e-06,3.0911309728426636e-06
8710,flag,26,23,3.0114084838784804e-06,1.3527524044412694e-06,2.8495867931808496e-06
8810,flag,28,24,2.8877850538016133e-06,1.3418244640783707e-06,2.9113901538065e-06
8910,flag,27,26,2.8660896640228404e-06,1.3215787475928664e-06,2.9264236732087985e-06
9010,flag,26,24,3.004555867552023e-06,1.3560949674698169e-06,2.8896571920704077e-06
9110,flag,27,24,3.151891419367773e-06,1.4438933815711258e-06,3.11037729261443e-06
9210,flag,26,25,2.98492123317784e-06,1.4054218334858522e-06,3.0867549646404216e-06
9310,flag,26,22,3.0003916911072595e-06,1.422907457849019e-06,2.994383118920016e-06
9410,flag,27,23,3.16329255616511e-06,1.6018071053508846e-06,3.186559956520796e-06
9510,flag,26,23,3.0878824097057213e-06,1.4519799447763812e-06,3.0042834765002496e-06
9610,flag,27,22,2.840635518091868e-06,1.3306682734289204e-06,2.8608768081215964e-06
9710,flag,27,24,2.9177238066141194e-06,1.4818513689123503e-06,3.0623474058191145e-06
9810,flag,26,24,2.852914620507689e-06,1.3406053010592802e-06,2.905447149691378e-06
9910,flag,26,23,3.008897533320047e-06,1.383461275541908e-06,3.3295804921498556e-06
10,abr,5,4,1.1250031093368307e-06,,
110,abr,12,10,1.268235535141738e-06,1.2210550362636384e-06,2.305000089108944e-06
210,abr,18,14,1.3405222406160402e-06,1.1849981092382222e-06,2.4874992959666996e-06
310,abr,20,13,1.3964436948299409e-06,1.328812825288308e-06,2.6349992064448694e-06
410,abr,20,14,1.4549340879679413e-06,1.2909089042744659e-06,3.176623563790186e-06
510,abr,22,16,1.4592600150511812e-06,1.2280007649678738e-06,3.1000002289805164e-06
610,abr,28,19,1.6299168560770828e-06,1.49321999357445e-06,3.1284480114820703e-06
710,abr,28,22,1.6826708966677854e-06,1.7438844564913525e-06,3.47810265026905e-06
810,abr,25,22,1.679474409717045e-06,1.4779223703670424e-06,3.2436702572858503e-06
910,abr,25,23,1.6179083286781921e-06,1.2354284159040877e-06,3.26745561668484e-06
1010,abr,27,20,1.7851997252872533e-06,1.5602035629705582e-06,3.786999877775088e-06
1110,abr,29,21,1.8357412131667918e-06,1.381278092777314e-06,3.5874995424259955e-06
1210,abr,30,22,1.8240449024008565e-06,1.2953189186791473e-06,3.584936588990919e-06
1310,abr,34,27,2.0169183849389893e-06,1.7463032098247848e-06,4.173122153602717e-06
1410,abr,32,20,1.9814778625877527e-06,1.4921933647113607e-06,4.0724016700981445e-06
1510,abr,33,25,2.0287086725776225e-06,1.3952380775626064e-06,3.800664868273856e-06
1610,abr,35,26,2.0182954950805716e-06,1.3671050941124314e-06,3.7577291800014747e-06
1710,abr,36,26,2.0307809455317414e-06,1.5122700265488742e-06,3.9949404059111e-06
1810,abr,39,29,2.1127660173414184e-06,1.5661972624079232e-06,4.220111550849097e-06
1910,abr,40,27,2.094093868790207e-06,1.4155494918717177e-06,4.102419180888182e-06
2010,abr,41,27,2.2763191626498127e-06,1.5442162871260225e-06,4.5158161513854236e-06
2110,abr,41,24,2.216007038437241e-06,1.6060383281229594e-06,4.4478152119057275e-06
2210,abr,45,28,2.2296034491799063e-06,1.4754094835588887e-06,4.852402532255827e-06
2310,abr,44,22,2.2579733398871893e-06,1.3722219995947347e-06,4.792341293004918e-06
2410,abr,43,31,2.4687003502399915e-06,1.478858413194438e-06,5.409603427836987e-06
2510,abr,43,16,3.0090402936044498e-06,1.9224449179838887e-06,4.529233856667434e-06
2610,abr,50,28,2.376518734892886e-06,1.4960243705489763e-06,4.822972587275617e-06
2710,abr,57,34,2.3292446074726704e-06,1.493063709350493e-06,4.785526156534013e-06
2810,abr,49,29,2.4485821561950207e-06,1.5137992049467259e-06,5.08607604758137e-06
2910,abr,56,20,2.3433700060223266e-06,1.3903614380853747e-06,4.528697259752014e-06
3010,abr,57,36,2.7223618013625947e-06,1.3978454032310918e-06,4.902521115062492e-06
3110,abr,53,34,2.4016095564427377e-06,1.3830893620000621e-06,4.608226111984902e-06
3210,abr,56,31,2.450240202301411e-06,1.4993342371059337e-06,5.317952824888502e-06
3310,abr,57,32,2.5367693981360997e-06,1.5067611308475523e-06,5.1251896664115835e-06
3410,abr,60,28,2.537013757294137e-06,1.2925877616249035e-06,5.035598568365176e-06
3510,abr,61,27,2.420021724878121e-06,1.3470846657986065e-06,5.12374821318865e-06
3610,abr,57,39,2.503003623762724e-06,1.3099570253334434e-06,5.620305869412273e-06
3710,abr,62,43,2.7553355602918502e-06,1.4217394249981366e-06,5.8587048981683115e-06
3810,abr,67,0,2.7983989664806976e-06,2.0410357252478223e-06,5.5224791288753964e-06
3910,abr,68,26,2.8616336797943824e-06,1.3932115343635215e-06,4.652025976242632e-06
4010,abr,63,49,2.6847534431625e-06,1.3516706976816472e-06,6.804798073117678e-06
4110,abr,62,0,2.702406794852895e-06,1.302817021049416e-06,6.065889913907708e-06
4210,abr,67,0,2.9411074769042213e-06,1.415753041789548e-06,4.66441730625836e-06
4310,abr,65,34,2.804446658271763e-06,1.288672662981027e-06,6.100697646616027e-06
4410,abr,65,29,2.7691240075907807e-06,1.3202982725054368e-06,4.9403926633067084e-06
4510,abr,68,25,2.8817279336224746e-06,1.527765005662599e-06,5.0932665097586785e-06
4610,abr,73,33,2.9094201349910574e-06,1.4470592310412328e-06,5.342550952177764e-06
4710,abr,74,0,3.0725339982069887e-06,1.6324536370808142e-06,4.588046857616054e-06
4810,abr,74,0,3.0148976001740715e-06,1.3767418670962143e-06,4.822547040905975e-06
4910,abr,75,0,3.2412442905936608e-06,1.2950905594475799e-06,5.612022048142316e-06
5010,abr,79,0,3.166919724205596e-06,1.5495351784342614e-06,5.888889168596102e-06
5110,abr,79,0,3.198654070700373e-06,1.4431004092330112e-06,4.044147726464863e-06
5210,abr,79,0,3.178654270892146e-06,1.5066927974134916e-06,4.804093768202008e-06
5310,abr,82,0,3.151901501995116e-06,1.3052275000204984e-06,5.047053277174705e-06
5410,abr,82,0,3.1871210791051094e-06,1.351911324789369e-06,4.992394668745323e-06
5510,abr,84,0,3.2670175038015057e-06,1.461954587567739e-06,5.945388334548126e-06
5610,abr,86,0,3.3352065421985573e-06,1.4302364195559602e-06,4.457512207848219e-06
5710,abr,85,0,3.2601971638277745e-06,1.3661564481390169e-06,4.9001850938010544e-06
5810,abr,88,0,3.366630206070554e-06,1.3740036126970184e-06,6.267763056623385e-06
5910,abr,90,0,3.4051282506263847e-06,1.438317779679494e-06,3.824609092522191e-06
6010,abr,90,0,3.377056758723635e-06,1.3526360135663915e-06,5.602673547200037e-06
6110,abr,99,0,3.4910382738538e-06,1.4089875666418131e-06,5.238087025465465e-06
6210,abr,93,0,3.45489671361482e-06,1.4500407686707336e-06,4.350094858024928e-06
6310,abr,97,0,3.492809102348232e-06,1.421525094819398e-06,4.2687771972737304e-06
6410,abr,92,0,3.5530811431324093e-06,1.5764935654163384e-06,7.1885155648487855e-06
6510,abr,97,0,3.6417529086553094e-06,1.51948564989305e-06,5.127521257640587e-06
6610,abr,96,0,3.689239688289926e-06,1.3728652644459476e-06,4.488425108977899e-06
6710,abr,95,0,3.6787165028306733e-06,1.485506543568964e-06,5.0140334206985035e-06
6810,abr,96,0,3.776338037230214e-06,1.5131810336100796e-06,5.115019413461394e-06
6910,abr,107,0,3.868875546902302e-06,1.354728472985818e-06,4.303941258551032e-06
7010,abr,101,0,3.949890762812569e-06,1.6021517681259142e-06,7.4020233582314965e-06
7110,abr,101,0,4.123840766930046e-06,1.4372693733020076e-06,4.702426771298207e-06
7210,abr,102,0,3.888273701762964e-06,1.4228693523612244e-06,4.7286800077052194e-06
7310,abr,99,0,3.888571425506344e-06,1.5448205574519818e-06,5.141818092093026e-06
7410,abr,106,0,3.921090586054234e-06,1.3398449457965118e-06,4.83062111270374e-06
7510,abr,103,0,4.032367432806835e-06,1.459507449694416e-06,3.5056892230409758e-06
7610,abr,109,0,3.968603063401809e-06,1.460622173544342e-06,4.211181016660875e-06
7710,abr,110,0,4.2489517520058596e-06,1.3172180741015446e-06,5.5005144053135375e-06
7810,abr,110,0,4.151090909956475e-06,1.4984847072662837e-06,3.915517471346672e-06
7910,abr,110,0,4.138612482500704e-06,1.4979446572404146e-06,2.7661471087146763e-06
8010,abr,112,0,4.205750883556902e-06,1.3745071938366778e-06,5.631870195155763e-06
8110,abr,113,0,4.015385719062123e-06,1.2486963580970553e-06,5.093745011115407e-06
8210,abr,111,0,4.234861510877426e-06,1.4990462310397873e-06,4.5126723388497395e-06
8310,abr,116,0,4.135101211363271e-06,1.348516135852063e-06,5.3341919496290855e-06
8410,abr,118,0,4.35635286894693e-06,1.4015006855698157e-06,5.542728614018088e-06
8510,abr,118,0,4.407402423214637e-06,1.3238093763816655e-06,4.449962574660722e-06
8610,abr,116,0,4.47991403735303e-06,1.4445948592845935e-06,4.321121863606115e-06
8710,abr,121,0,4.672721853998446e-06,1.3147734292372272e-06,4.766856303274371e-06
8810,abr,117,0,4.5346964219757985e-06,1.3506919285363057e-06,5.60990890609149e-06
8910,abr,120,0,4.476811379814048e-06,1.3246843535397147e-06,3.7003944781477232e-06
9010,abr,132,0,4.502513395045429e-06,1.3773573134178617e-06,4.7803332101890465e-06
9110,abr,121,0,4.946567314279303e-06,1.4808340892043456e-06,5.61933649110595e-06
9210,abr,121,0,4.641883529289277e-06,1.4743435388778416e-06,5.981694616898263e-06
9310,abr,124,0,4.654998732304535e-06,1.418987350834633e-06,5.0597679809813865e-06
9410,abr,127,0,4.68179837601192e-06,1.557897630453893e-06,4.97736597666671e-06
9510,abr,125,0,4.8111658741359965e-06,1.4524479504343442e-06,2.423107101476822e-06
9610,abr,128,0,5.071274262147959e-06,1.2504268359041979e-06,3.404867651287606e-06
9710,abr,125,0,4.683146902364314e-06,1.413910954925563e-06,5.403092613632157e-06
9810,abr,128,0,4.802927103485483e-06,1.336405512958353e-06,3.3869883689331543e-06
9910,abr,136,0,4.974109738970839e-06,1.3905317671819927e-06,5.75799762354597e-06
10,lista,5,5,1.6999983927235007e-06,,
110,lista,12,9,1.8109755573521663e-06,1.3619040449460347e-06,1.9999999841231673e-06
210,lista,12,10,1.7149067846826793e-06,1.2524997146101668e-06,1.7549999029142783e-06
310,lista,12,10,1.7727274218697316e-06,1.2311468961969263e-06,1.6661027892319075e-06
410,lista,11,8,2.3507781749637653e-06,1.7105265119186554e-06,2.101249265251681e-06
510,lista,13,6,1.7337530079562808e-06,1.2959999730810523e-06,1.4731962925072798e-06
610,lista,15,11,2.2719008980361237e-06,1.5462187662751985e-06,1.7669491649415913e-06
710,lista,11,8,1.7007416722157764e-06,1.1587790071338642e-06,1.3246027510687119e-06
810,lista,11,7,1.739137791120968e-06,1.2135483332038406e-06,1.3473348614449302e-06
910,lista,14,6,1.8716688265600783e-06,1.2983340841148876e-06,1.3541175148395055e-06
1010,lista,14,5,1.9303795438012273e-06,1.4316670583664543e-06,1.430303044146811e-06
1110,lista,15,5,2.009207460137045e-06,1.4507046139890878e-06,1.394258476192194e-06
1210,lista,14,4,1.8138978146152841e-06,1.286192276908638e-06,1.2809952206875944e-06
1310,lista,12,3,1.7197720503278355e-06,1.1819993960671128e-06,1.2051595914517603e-06
1410,lista,16,5,1.8918459011804258e-06,1.2953234493075837e-06,1.2039708306454794e-06
1510,lista,14,3,1.8665785818314058e-06,1.374047878359454e-06,1.154379535935493e-06
1610,lista,15,2,1.8163213747698861e-06,1.2597401664961227e-06,1.018604382012423e-06
1710,lista,12,3,1.778593500539908e-06,1.2358664276678467e-06,9.953269297605223e-07
1810,lista,13,1,1.7705107707679816e-06,1.2511431954668037e-06,9.076270826639724e-07
1910,lista,13,2,1.7878159070846324e-06,1.1833801104778975e-06,1.0077881745013446e-06
2010,lista,11,1,1.729313874673373e-06,1.2018323552316902e-06,9.171667728288866e-07
2110,lista,14,0,1.881171424747364e-06,1.2279069637735339e-06,9.524884439115204e-07
2210,lista,10,0,1.8428815849574806e-06,1.3102944649290293e-06,9.91990180286009e-07
2310,lista,12,1,1.8977941152412123e-06,1.3004729456001843e-06,9.50119432145973e-07
2410,lista,14,0,1.8444081857435677e-06,1.3313434612470618e-06,9.400001633161258e-07
2510,lista,12,0,1.7847376723031017e-06,1.1784483423729522e-06,8.568966787324512e-07
2610,lista,16,1,1.791841851582786e-06,1.3356457728181961e-06,8.452941627040798e-07
2710,lista,11,0,1.7555924293986395e-06,1.1690383521804156e-06,8.250497062607237e-07
2810,lista,14,0,1.8188172515200478e-06,1.2462385161139003e-06,9.096001352493962e-07
2910,lista,14,0,1.9772250631321904e-06,1.4095745969593446e-06,9.434211135253703e-07
3010,lista,12,0,1.7603725270044049e-06,1.195993036954933e-06,8.047074444738088e-07
3110,lista,15,0,1.7292560514885617e-06,1.1828180248096994e-06,6.008245343575637e-07
3210,lista,12,0,1.7477263960808356e-06,1.1609323085824752e-06,7.331975078487165e-07
3310,lista,13,1,1.6971187257943463e-06,1.21782844108069e-06,6.682963396219848e-07
3410,lista,13,0,1.671242711969418e-06,1.1830792262605052e-06,7.665798483858999e-07
3510,lista,14,0,1.7669099868742244e-06,1.2582965026282747e-06,8.387098048803626e-07
3610,lista,13,0,1.746553098149108e-06,1.2048780996622345e-06,7.212347420001472e-07
3710,lista,14,0,1.9413913782362057e-06,1.3800545152039185e-06,7.985329923690521e-07
3810,lista,14,0,1.7889899411084107e-06,1.285558498885777e-06,6.4570850371095e-07
3910,lista,12,0,1.7637747919968996e-06,1.2010455761543093e-06,4.774573406138668e-07
4010,lista,12,0,1.7624280527266892e-06,1.1868563355741705e-06,6.148668295386421e-07
4110,lista,14,0,2.143360271608919e-06,1.585768130772116e-06,5.673840867152953e-07
4210,lista,16,0,2.0152458774161194e-06,1.3761388540504683e-06,4.3882071842022953e-07
4310,lista,14,0,1.800636843196858e-06,1.2777774754060301e-06,5.162074784038304e-07
4410,lista,13,0,1.8578313648842269e-06,1.2787591188374755e-06,5.819774869028045e-07
4510,lista,12,0,1.7430485299844135e-06,1.2363014146302865e-06,6.59428644991879e-07
4610,lista,14,0,1.774074074803542e-06,1.2747670518926337e-06,4.287456091412384e-07
4710,lista,14,0,1.8120468251965005e-06,1.247861369437608e-06,4.781731648460752e-07
4810,lista,14,0,1.91620975375346e-06,1.3173139672447305e-06,6.297251041482093e-07
4910,lista,13,0,1.8143078472217085e-06,1.2190117191615346e-06,7.227407252915338e-07
5010,lista,12,0,1.8076325521856836e-06,1.2506354971141634e-06,4.4493312565969886e-07
5110,lista,17,0,2.0348859809512114e-06,1.4029013492417922e-06,4.871678113411498e-07
5210,lista,14,0,1.8359999433442047e-06,1.2734314649868522e-06,4.528851467043613e-07
5310,lista,13,0,1.7965046883316584e-06,1.2307250506790241e-06,4.935559303476111e-07
5410,lista,12,0,1.8023496235592143e-06,1.285768056585722e-06,6.226526837707143e-07
5510,lista,14,0,1.814667947860555e-06,1.2740744058934288e-06,4.532227422442047e-07
5610,lista,13,0,1.7796336004578797e-06,1.1981552375200231e-06,3.939835008358958e-07
5710,lista,12,0,1.7887497686030473e-06,1.2110909050056803e-06,4.219663499028485e-07
5810,lista,13,0,1.7143831722068173e-06,1.1752221468037083e-06,4.370154051090403e-07
5910,lista,15,0,1.9782789373019506e-06,1.405465739610566e-06,4.3494434063621293e-07
6010,lista,14,0,2.0773605264307535e-06,1.5553638513665645e-06,4.674451824511514e-07
6110,lista,15,0,1.9601902186467895e-06,1.4226894777761225e-06,4.277399346411768e-07
6210,lista,14,0,1.81767256349982e-06,1.2826701576179002e-06,4.3463005693565045e-07
6310,lista,15,0,1.867315938207735e-06,1.3218350146090836e-06,3.7532422378473465e-07
6410,lista,15,0,1.8221700169061569e-06,1.2951892785388648e-06,4.1677834935609466e-07
6510,lista,11,0,1.7732675401695921e-06,1.2062702648203625e-06,3.7471757169359884e-07
6610,lista,16,0,1.976376363090101e-06,1.3446301459308858e-06,4.187864392882676e-07
6710,lista,15,0,1.928120846185906e-06,1.359707449411454e-06,4.88907879638366e-07
6810,lista,16,0,1.8120355627580962e-06,1.2480886875572032e-06,3.6288082832078563e-07
6910,lista,13,0,1.735980478258844e-06,1.193923635103523e-06,3.8142257881155245e-07
7010,lista,11,0,1.7373870925167511e-06,1.1766364801848021e-06,3.823061802313345e-07
7110,lista,12,0,1.7719397544786752e-06,1.2097810777448064e-06,4.232602400912179e-07
7210,lista,14,0,1.8943665381785833e-06,1.3121791221187754e-06,3.6460894741072487e-07
7310,lista,14,0,1.902282593783022e-06,1.3355479383176397e-06,3.6588941292239965e-07
7410,lista,15,0,2.067215351890667e-06,1.5156249842023144e-06,4.004171908861465e-07
7510,lista,15,0,1.7991126122615863e-06,1.2655974502449556e-06,3.9500177081208674e-07
7610,lista,14,0,1.9302535849436084e-06,1.3873641068051297e-06,3.716424865504338e-07
7710,lista,16,0,1.8922889180031756e-06,1.4155438735837576e-06,3.6706917458223196e-07
7810,lista,13,0,1.9673678050295085e-06,1.3565946980486067e-06,3.572797135509594e-07
7910,lista,12,0,1.846183996999672e-06,1.2473422945216558e-06,3.562606947264685e-07
8010,lista,13,0,1.8597869671588301e-06,1.3127452792061201e-06,3.77735394520663e-07
8110,lista,13,0,1.7803301347222224e-06,1.2158472404964654e-06,4.076985504103986e-07
8210,lista,14,0,1.845884000700369e-06,1.3202391555333787e-06,3.773402592151307e-07
8310,lista,13,0,1.7866383619864733e-06,1.179823268261237e-06,3.568124296019887e-07
8410,lista,13,0,1.8169109178518124e-06,1.2489131068757956e-06,3.5677731194600015e-07
8510,lista,14,0,1.8819594308119179e-06,1.3050859225211967e-06,3.7182168146584426e-07
8610,lista,16,0,1.811614501608817e-06,1.248152505113957e-06,3.526728916817587e-07
8710,lista,12,0,1.939421468249703e-06,1.400290324101733e-06,3.822193464218708e-07
8810,lista,13,0,1.7661963818094745e-06,1.209300902380543e-06,3.5274503881778297e-07
8910,lista,12,0,1.8136137861923645e-06,1.2097134526556875e-06,3.736855515149331e-07
9010,lista,14,0,1.8613683655493902e-06,1.2889686855068765e-06,3.499095973708493e-07
9110,lista,13,0,1.8749897890460464e-06,1.3477384907857523e-06,3.423978395940427e-07
9210,lista,12,0,1.789315355223675e-06,1.2407388817035286e-06,3.655609775292264e-07
9310,lista,12,0,1.7162782095552066e-06,1.1587753746059746e-06,3.3180669704556184e-07
9410,lista,13,0,1.8441826784522151e-06,1.2500281984094704e-06,3.457772397727271e-07
9510,lista,13,0,1.9857840576643277e-06,1.3489774739189836e-06,3.3769877380550357e-07
9610,lista,12,0,1.8012553823414466e-06,1.2596236164456294e-06,3.33869969154101e-07
9710,lista,13,0,1.8311755644553306e-06,1.2766329000471036e-06,3.850273801333352e-07
9810,lista,13,0,1.7892563511762501e-06,1.242053828743362e-06,3.5371150993427483e-07
9910,lista,15,0,1.848340397864367e-06,1.2908105040810498e-06,3.287532109372432e-07
10,flag,5,5,1.3857123641563312e-06,,
110,flag,14,12,1.8022990258324935e-06,1.3285732295896326e-06,2.4999993911478668e-06
210,flag,16,14,1.839285773929164e-06,1.2135152811989993e-06,2.4631586520148344e-06
310,flag,17,16,1.9362497672166985e-06,1.2750004922660689e-06,2.6711875422841917e-06
410,flag,15,14,2.0355555332369274e-06,1.2924056942279957e-06,2.9346140367217745e-06
510,flag,18,16,2.068795732288857e-06,1.3519992353394627e-06,2.9676756997959632e-06
610,flag,20,19,2.3858974134036075e-06,1.5527278512970291e-06,3.371428685583675e-06
710,flag,17,15,2.14142905211442e-06,1.2373125376944332e-06,3.072662026078688e-06
810,flag,18,15,2.116899190167355e-06,1.188741714712109e-06,3.0075473734324084e-06
910,flag,21,18,2.2853025495576583e-06,1.4238646392848089e-06,3.2761365880353632e-06
1010,flag,21,18,2.339454142436866e-06,1.333333343747213e-06,3.2259065686807113e-06
1110,flag,23,19,2.4200000062662952e-06,1.4597228949208296e-06,3.3598177514536536e-06
1210,flag,21,20,2.365442594190452e-06,1.3491145641114397e-06,3.2832638787253757e-06
1310,flag,19,16,2.3199999805929482e-06,1.3058831659602185e-06,3.003137010405315e-06
1410,flag,24,21,2.4786223191976188e-06,1.4652176342560383e-06,3.2952205883167848e-06
1510,flag,24,19,2.5650846694943386e-06,1.5151079345440906e-06,3.1624998440305276e-06
1610,flag,25,19,2.4562198601877003e-06,1.3207115758885554e-06,3.2155629207336944e-06
1710,flag,20,19,2.5056238554903122e-06,1.405406012283722e-06,3.1434524966503626e-06
1810,flag,22,19,2.5296377197778583e-06,1.3838983604573976e-06,3.1192199726560488e-06
1910,flag,22,19,2.488927244189418e-06,1.2938665458932518e-06,3.329255281293646e-06
2010,flag,21,18,2.5191100184131122e-06,1.2628272793216739e-06,2.9276922503366875e-06
2110,flag,24,19,2.4966248383861967e-06,1.2867972579235916e-06,3.1649255812334926e-06
2210,flag,21,18,2.5132793261546978e-06,1.3651163520313107e-06,3.0470997410590854e-06
2310,flag,22,19,2.704756763734019e-06,1.3828190468715314e-06,3.1645452095703644e-06
2410,flag,24,22,2.580485392971883e-06,1.4144366133993694e-06,3.0544874906086197e-06
2510,flag,22,20,2.519773088810902e-06,1.3123663675500704e-06,2.9242795258722125e-06
2610,flag,25,25,2.6127156444530093e-06,1.446520519687259e-06,3.1842717627352737e-06
2710,flag,23,20,2.494969785982994e-06,1.2286835291088067e-06,2.936499289347958e-06
2810,flag,24,21,2.5581958409566806e-06,1.3424073350270865e-06,3.0442243122532693e-06
2910,flag,25,21,3.1037712056415037e-06,1.8146851149280196e-06,3.404687453843912e-06
3010,flag,22,20,2.7064401811472728e-06,1.4209381668942309e-06,3.0207357427376293e-06
3110,flag,26,21,2.6213384420307e-06,1.360000121659126e-06,2.9991583519235804e-06
3210,flag,22,20,2.5843901652464175e-06,1.3149111779599874e-06,2.898536556271639e-06
3310,flag,25,20,2.624737918241293e-06,1.3526564316634905e-06,2.9717094175807805e-06
3410,flag,23,22,2.59992142376604e-06,1.3403323546876382e-06,2.964136521248812e-06
3510,flag,25,21,2.653497721813345e-06,1.3559124938953315e-06,3.0488303288264605e-06
3610,flag,24,21,2.614356748957992e-06,1.3654234928013476e-06,3.02768344458161e-06
3710,flag,25,22,2.857265470743663e-06,1.4641921683600962e-06,3.142779451453607e-06
3810,flag,25,21,2.6892216389962234e-06,1.3497288242300473e-06,3.0196523460382747e-06
3910,flag,24,20,2.6202902962594526e-06,1.3440977791488534e-06,2.8759356468908468e-06
4010,flag,23,19,2.595469390859403e-06,1.3518044031969243e-06,2.8540228089403318e-06
4110,flag,25,22,2.899542037674887e-06,1.635980365102274e-06,3.0004921203724316e-06
4210,flag,26,23,2.6879658663409854e-06,1.4683635284503302e-06,3.3765908945318297e-06
4310,flag,27,23,2.762791349089025e-06,1.3602921027683367e-06,3.1728027794939286e-06
4410,flag,24,23,2.903885037100496e-06,1.397180047732166e-06,4.0209358415092555e-06
4510,flag,23,21,2.64915941785886e-06,1.2766593853144143e-06,2.8325844028954173e-06
4610,flag,24,23,2.7306930668400017e-06,1.3833900217735076e-06,3.794371099036524e-06
4710,flag,26,24,2.816648093019076e-06,1.4661998822342754e-06,3.080648886090195e-06
4810,flag,29,23,3.0129551687150718e-06,1.5936491585389758e-06,3.1560799619475815e-06
4910,flag,26,22,2.822148530566151e-06,1.4633715768615084e-06,3.0620543785789586e-06
5010,flag,25,22,2.7792666937562903e-06,1.4043300887857822e-06,2.9381242472484753e-06
5110,flag,28,27,2.875879578089888e-06,1.4977958124506107e-06,3.172672023880767e-06
5210,flag,25,21,2.662478587861142e-06,1.382411758069376e-06,2.8626444342979463e-06
5310,flag,26,20,2.7490135889729724e-06,1.317786803195739e-06,2.855346434390043e-06
5410,flag,25,22,2.7825042300686236e-06,1.4216935262748604e-06,2.973977444225188e-06
5510,flag,26,23,2.7689470112945073e-06,1.3895077445391243e-06,2.952304526134933e-06
5610,flag,25,22,2.742687377804985e-06,1.3756361026125512e-06,2.968990817503713e-06
5710,flag,26,21,2.6896362145467775e-06,1.3182324839236085e-06,2.8130008644388717e-06
5810,flag,25,21,2.691776284582478e-06,1.2841873263155336e-06,2.8433278581309915e-06
5910,flag,30,24,2.9271267262882047e-06,1.6379160741295163e-06,3.0441151096569933e-06
6010,flag,29,20,3.2926813435950585e-06,1.7306393978416431e-06,3.232054434397527e-06
6110,flag,27,24,2.998868657500557e-06,1.515525828336423e-06,3.311258327005437e-06
6210,flag,26,25,2.979099346823696e-06,1.3912935562858089e-06,2.927750648971959e-06
6310,flag,26,25,2.839168877430584e-06,1.5700084283778759e-06,3.138535352854598e-06
6410,flag,27,23,2.9973509287406127e-06,1.5322814828717725e-06,3.125999914482236e-06
6510,flag,24,24,2.9950846590110985e-06,1.488525844346064e-06,2.9567210361030078e-06
