n,abr_type,height_before,height_after,insert_time,search_time,delete_time
3510,lista,13,0,1.8835908055204057e-06,1.3145162593204627e-06,8.2309367206183e-07
3610,lista,13,0,1.8043228354462745e-06,1.283670348119303e-06,5.061060302216711e-07
3710,lista,14,0,1.926430996323116e-06,1.3851274931790155e-06,7.448226902039444e-07
3810,lista,11,0,1.728002723866028e-06,1.1739666009586067e-06,7.094657412936328e-07
3910,lista,14,0,1.8801591528361184e-06,1.3703651593153082e-06,6.923594922769104e-07
4010,lista,13,0,1.7361501833806833e-06,1.1875486589035675e-06,6.080373383589216e-07
4110,lista,13,0,1.7435536890088597e-06,1.2165406826740094e-06,6.763670796772203e-07
4210,lista,12,1,1.7802478409518817e-06,1.2634310668874333e-06,6.390667456655652e-07
4310,lista,13,0,1.8585271915097676e-06,1.1872076224661713e-06,6.332033990474883e-07
4410,lista,12,0,1.719333467654128e-06,1.1642609157771265e-06,7.09807584196544e-07
4510,lista,12,0,1.7833743057463176e-06,1.2227273907073902e-06,5.400245459947053e-07
4610,lista,14,0,1.9961700257370902e-06,1.3541855269356113e-06,4.924373940520146e-07
4710,lista,11,0,1.690401539331972e-06,1.1564745573819462e-06,4.699141402571937e-07
4810,lista,12,0,1.873855172498025e-06,1.39621463024031e-06,5.166505501444589e-07
4910,lista,14,0,1.8435355215784043e-06,1.1943106774415992e-06,7.194442096752701e-07
5010,lista,14,0,1.814962710208774e-06,1.309848086776089e-06,5.597664109652856e-07
5110,lista,12,0,1.6780192318933822e-06,1.1408772920318698e-06,4.478274550557637e-07
5210,lista,16,0,1.8852741470174526e-06,1.2862374908106384e-06,6.018321781653826e-07
5310,lista,16,0,1.8191612311859993e-06,1.2641878107857913e-06,3.840102642960266e-07
5410,lista,11,0,1.721700079267535e-06,1.1925236185986515e-06,4.7114429651715214e-07
5510,lista,11,0,1.7352387837040158e-06,1.1468158063203014e-06,4.4633303862533076e-07
5610,lista,12,0,1.7343973107944215e-06,1.1903412708240312e-06,4.746606093421105e-07
5710,lista,15,0,2.009685056462293e-06,1.5228551549773054e-06,4.056675306837969e-07
5810,lista,16,0,1.8157718224055927e-06,1.263727515999397e-06,4.719690522655965e-07
5910,lista,17,0,1.8776459710332344e-06,1.318691504194212e-06,4.0861616416902116e-07
6010,lista,13,0,1.8375475703755928e-06,1.308263859339214e-06,4.342494715845822e-07
6110,lista,13,0,1.9707951662316282e-06,1.3612316705955939e-06,4.546765282965111e-07
6210,lista,14,0,1.8594971514331736e-06,1.3574381904437952e-06,4.2440184836167433e-07
6310,lista,13,0,1.800284382350407e-06,1.2269765521933271e-06,3.953368674159568e-07
6410,lista,13,0,1.837881289147552e-06,1.2278452364703802e-06,4.488052492084923e-07
6510,lista,15,0,2.00900798128323e-06,1.4278737852885204e-06,5.929010333119673e-07
6610,lista,12,0,1.81375134220387e-06,1.1881941233019013e-06,4.070585074706814e-07
6710,lista,13,0,1.7912456796977344e-06,1.316577013105918e-06,4.2548244658600873e-07
6810,lista,15,0,1.8902325770563207e-06,1.3249810301139664e-06,4.01469921585967e-07
6910,lista,13,0,1.7248217148702725e-06,1.1746757625602895e-06,3.6934529553422827e-07
7010,lista,12,0,1.7731293498785314e-06,1.2117096612828078e-06,3.8580438423803536e-07
7110,lista,12,0,1.8997287854201535e-06,1.26328364487237e-06,4.2410259520559955e-07
7210,lista,15,0,1.931632430181339e-06,1.3942294506583824e-06,4.325677213238286e-07
7310,lista,11,0,1.7466535617585198e-06,1.2130036994538437e-06,4.1500144120157307e-07
7410,lista,14,0,2.0632920133196867e-06,1.5904568719005322e-06,5.416506624310465e-07
7510,lista,12,0,2.1621731312023933e-06,1.7342703251593274e-06,5.233106167980697e-07
7610,lista,11,0,1.8729116320956158e-06,1.3512838801522892e-06,5.491364497249863e-07
7710,lista,11,0,2.2236379168260702e-06,1.5269810094155942e-06,5.376621480079698e-07
7810,lista,14,0,2.4467634547080423e-06,1.6608838941429907e-06,4.7525558225498185e-07
7910,lista,12,0,2.1564619572229945e-06,1.696887056418994e-06,5.034953985007548e-07
8010,lista,11,0,2.078681356090733e-06,1.459947846804292e-06,4.7018682414439516e-07
8110,lista,13,0,2.2244361010925695e-06,1.4958576870840937e-06,4.983742293576157e-07
8210,lista,13,0,2.2731656956012857e-06,1.542233458190525e-06,4.89307634639912e-07
8310,lista,13,0,2.1346226893897693e-06,1.495218726411236e-06,4.821650475931873e-07
8410,lista,16,0,2.3323337256751885e-06,1.536972771867273e-06,4.6210920184173366e-07
8510,lista,12,0,2.17703800546528e-06,1.5864344776327423e-06,5.097004892225717e-07
8610,lista,14,0,2.8041685014875697e-06,3.0346203291231477e-06,6.312431651167571e-07
8710,lista,15,0,3.183819523795434e-06,1.7458166386604317e-06,4.6884471589580104e-07
8810,lista,13,0,2.3737406505952877e-06,2.2515697204399595e-06,4.44683683528742e-07
8910,lista,13,0,2.6246723223970694e-06,2.1342613515364727e-06,7.089287450946727e-07
9010,lista,13,0,3.2666201080101355e-06,2.111590116126786e-06,8.484303454962897e-07
9110,lista,13,0,2.932668441358504e-06,1.7978074999542895e-06,4.887261143795391e-07
9210,lista,14,0,2.720626643603021e-06,1.8570169697689424e-06,5.071045328569454e-07
9310,lista,12,0,2.614531945969023e-06,1.8986602212936269e-06,5.198051611625117e-07
9410,lista,13,0,2.7026720225701768e-06,1.8749439157284545e-06,4.829782582175054e-07
9510,lista,14,0,2.5591329817513765e-06,1.7499466810192977e-06,4.921949577081172e-07
9610,lista,11,0,2.4088752925321053e-06,1.736324103693455e-06,4.353648729279991e-07
9710,lista,13,0,2.253805692190126e-06,1.5797367852524315e-06,4.852186886468463e-07
9810,lista,15,0,2.259439416138657e-06,1.5701050180819278e-06,4.976639578773893e-07
9910,lista,14,0,1.95462612005634e-06,1.5139715286232006e-06,4.316035898852194e-07
10,flag,5,4,2.8625017876038328e-06,,
110,flag,13,11,2.228735040220293e-06,1.8333341272193052e-06,3.4285712033687604e-06
210,flag,16,14,2.357575541475054e-06,1.818421112961675e-06,3.3769241641633785e-06
310,flag,17,15,2.6187754345449563e-06,1.943860154010748e-06,3.3524594952917247e-06
410,flag,21,19,2.7089505395305883e-06,1.7724998542689718e-06,3.945453972374271e-06
510,flag,17,16,2.757142654593977e-06,1.8959593338270981e-06,3.83399979909882e-06
610,flag,16,15,2.7143460600676197e-06,1.606193785267198e-06,4.105040869096435e-06
710,flag,21,17,3.1647579950632026e-06,1.8000001032107875e-06,4.354744013500855e-06
810,flag,19,17,3.0454252160753737e-06,1.8374190755909489e-06,4.7050312135087435e-06
910,flag,20,19,3.1427980729229127e-06,1.9314916269308295e-06,4.143575915296734e-06
1010,flag,19,16,2.9845284034480463e-06,1.758585505850726e-06,4.149746028044578e-06
1110,flag,20,17,2.6599315775730583e-06,1.438679354801282e-06,3.7289588955521785e-06
1210,flag,25,21,3.004420830525066e-06,1.9672268902796847e-06,4.024267920963155e-06
1310,flag,20,18,2.672074686240445e-06,1.5936503399326096e-06,3.905490545245508e-06
1410,flag,21,18,2.9356495964984723e-06,1.5835128670331344e-06,3.767985460706886e-06
1510,flag,21,19,2.9601036350400426e-06,1.7401358416798163e-06,4.253488030529076e-06
1610,flag,21,21,3.288871469564189e-06,1.822364285585289e-06,4.140317434489372e-06
1710,flag,19,18,3.0514476265973995e-06,1.809063062966545e-06,4.046607103575142e-06
1810,flag,22,21,3.4037746346928446e-06,1.8065715890510807e-06,4.049157560279781e-06
1910,flag,21,19,3.16481751387281e-06,1.7060528702323178e-06,3.982321929007198e-06
2010,flag,23,23,3.0555336352055935e-06,1.7186222085372868e-06,3.805583851709773e-06
2110,flag,21,21,2.8075729335631083e-06,1.5440805224579776e-06,3.4714972342764915e-06
2210,flag,23,21,3.0096121038546536e-06,1.7894857014185602e-06,3.815982751250608e-06
2310,flag,23,19,3.026263912433533e-06,1.6232817604138356e-06,3.5840705932381735e-06
2410,flag,25,23,3.149841594991177e-06,1.668750161931304e-06,4.017609964755502e-06
2510,flag,21,19,3.079759793494035e-06,1.6015218494905403e-06,3.457927841662876e-06
2610,flag,28,25,3.1479145576525387e-06,1.8203956372390436e-06,3.6395754162617688e-06
2710,flag,21,20,3.0272505827052455e-06,1.768971560522914e-06,4.407763448862321e-06
2810,flag,21,19,3.813766843572493e-06,1.8990895859744462e-06,4.427075506455269e-06
2910,flag,23,22,3.8914942767396376e-06,1.8610820500505193e-06,4.114507786392368e-06
3010,flag,23,21,3.467986331745132e-06,1.6625002999343488e-06,4.128332972565355e-06
3110,flag,24,22,3.8779494030104815e-06,2.013911784065616e-06,4.503770529094045e-06
3210,flag,27,22,3.730860270850872e-06,1.8405269812623766e-06,4.026324110386675e-06
3310,flag,22,20,3.695573635211858e-06,1.8723268404532717e-06,4.3003064654068665e-06
3410,flag,26,26,3.831497641134149e-06,2.0536295940271683e-06,4.076453473352329e-06
3510,flag,24,23,3.475100568030882e-06,2.0511463644079075e-06,4.606134002130165e-06
3610,flag,23,22,3.974138053948745e-06,1.9021005070043065e-06,4.097050897256482e-06
3710,flag,26,22,4.0132719660365295e-06,1.9713893714513152e-06,4.207230255479123e-06
3810,flag,22,19,3.974540064268079e-06,1.6587687065011986e-06,3.702913905148524e-06
3910,flag,26,23,3.678458167131716e-06,1.8982073842463167e-06,4.003238156250885e-06
4010,flag,26,21,3.546817282335374e-06,1.6633421559625068e-06,3.637800228784353e-06
4110,flag,25,22,3.6164139348141263e-06,1.926871107325552e-06,4.044688953216368e-06
4210,flag,24,23,3.763708526273714e-06,1.7909317925248458e-06,3.7511514154065286e-06
4310,flag,23,22,3.3951561892629596e-06,1.5952094760583992e-06,3.413504452528096e-06
4410,flag,23,20,3.2133758607339173e-06,1.5011815780533773e-06,3.5461000980249887e-06
4510,flag,24,22,3.586705931317859e-06,1.92861967849703e-06,3.7343331657919206e-06
4610,flag,25,23,3.4998634568453263e-06,1.7993343639612908e-06,3.9328212794080036e-06
4710,flag,22,19,3.5439125340063028e-06,1.6138079482509464e-06,3.409771991051313e-06
4810,flag,26,24,3.632247616558224e-06,1.9350105658921474e-06,3.57589081849364e-06
4910,flag,25,23,3.5420218859874234e-06,1.6656376978616257e-06,3.644999939448705e-06
5010,flag,25,25,3.5643942856045275e-06,1.7986303234366883e-06,3.884684723765553e-06
5110,flag,24,22,3.5312377641987202e-06,1.5779803021861966e-06,3.7140298671835096e-06
5210,flag,28,23,3.7290268089597333e-06,1.891906352090596e-06,4.144433606551223e-06
5310,flag,28,26,4.0181403147316036e-06,1.9093903242759154e-06,3.972849191498567e-06
5410,flag,22,19,3.2863931855884585e-06,1.6999998097639349e-06,3.799347302732197e-06
5510,flag,22,20,3.76135466249294e-06,1.6382623092889401e-06,3.5084020819506483e-06
5610,flag,25,22,3.4795042854078185e-06,1.6389252388855121e-06,3.5127353407609623e-06
5710,flag,27,25,3.3534545954847183e-06,1.7933456966085627e-06,3.4848192185969055e-06
5810,flag,29,27,3.293564632426007e-06,1.6637394867796938e-06,3.6477767118417643e-06
5910,flag,28,26,3.431328852707828e-06,1.6788462553640593e-06,3.631822114580903e-06
6010,flag,26,24,3.4873046629825496e-06,1.8132772632217143e-06,3.6899242816003404e-06
6110,flag,25,24,3.522607119157254e-06,1.8478883887567193e-06,3.7926079296743638e-06
6210,flag,28,25,3.75828550396481e-06,1.8447065838356274e-06,3.5707690957594315e-06
6310,flag,27,26,3.1964644617344914e-06,1.5305600012652575e-06,3.3054489344627095e-06
6410,flag,27,21,3.0783589941282304e-06,1.4499999694137522e-06,3.276862399268854e-06
6510,flag,28,26,3.644168917222513e-06,1.7312887162317215e-06,3.7621246574459463e-06
6610,flag,25,21,3.412146265493701e-06,1.5878304977723884e-06,3.3341500598646326e-06
6710,flag,25,21,3.3551244328713783e-06,1.6454685870763723e-06,3.2903157119875544e-06
6810,flag,26,23,3.237414629955178e-06,1.7637583309240045e-06,3.657142961495837e-06
6910,flag,27,21,3.388495901913319e-06,1.5039476935345985e-06,3.253309028770994e-06
7010,flag,26,22,3.2636962488271494e-06,1.7219856518375522e-06,3.694177625885198e-06
7110,flag,25,23,3.950875604373261e-06,1.886745948883291e-06,4.1186176890662345e-06
7210,flag,28,27,3.923534626339799e-06,1.9174101829475206e-06,4.245122892602363e-06
7310,flag,24,21,4.203945222028444e-06,1.6371426048889866e-06,3.75850754132432e-06
7410,flag,27,27,4.015762079963875e-06,1.9181815974928857e-06,4.0184048250610876e-06
7510,flag,25,25,3.8043493763110564e-06,1.5995271291874697e-06,3.401201728713364e-06
7610,flag,25,23,3.2008599451962846e-06,1.4571737791895648e-06,3.1559078292552344e-06
7710,flag,25,21,2.914775946593281e-06,1.4406756750576035e-06,2.9142483006675842e-06
7810,flag,29,24,3.0856657435210645e-06,1.7400132052376425e-06,3.1957951514784655e-06
7910,flag,25,23,2.943239319337667e-06,1.4422471479555755e-06,3.011111238291605e-06
8010,flag,26,23,2.886828512497649e-06,1.3739185208696446e-06,2.966836584823231e-06
8110,flag,26,23,2.83182184279265e-06,1.3547708941996808e-06,2.9013044221083756e-06
8210,flag,28,23,2.9178517165090162e-06,1.4242216131237022e-06,3.0459839747739004e-06
8310,flag,26,24,2.962206391722657e-06,1.2879215577299803e-06,2.855696809302629e-06
8410,flag,30,30,3.0835551025204335e-06,1.4250455629420226e-06,3.115588263522441e-06
8510,flag,24,23,2.8994258361043628e-06,1.3636305946140334e-06,3.4525548334521243e-06
8610,flag,28,21,3.213977903537561e-06,1.6739025997766307e-06,3.046643220516771e-06
8710,flag,26,25,3.158837241352457e-06,1.3412603219488236e-06,2.945350366503963e-06
8810,flag,29,23,3.028501725559745e-06,1.424050600076645e-06,2.9818288027927018e-06
8910,flag,29,22,3.2522592979570547e-06,1.3993755205453541e-06,2.9329744529733618e-06
9010,flag,28,23,2.9945142055761866e-06,1.454645074488551e-06,2.9924549134857196e-06
9110,flag,25,22,2.8382719252452534e-06,1.3363686491886987e-06,2.918360591892222e-06
9210,flag,27,23,3.1642468779631894e-06,1.4352167350666376e-06,3.007022355581121e-06
9310,flag,26,24,3.0715343510120367e-06,1.44434158291558e-06,3.021185505308689e-06
9410,flag,28,25,2.9747172750019073e-06,1.3940177311452206e-06,2.9997815440989055e-06
9510,flag,29,26,3.045575110910514e-06,1.3826979273897242e-06,3.181725855475533e-06
9610,flag,24,23,2.8654512916100792e-06,1.3108048020111853e-06,2.85456953227089e-06
9710,flag,26,23,3.0080189416685337e-06,1.3287465165679653e-06,2.9659443078980702e-06
9810,flag,27,25,3.2206153130344163e-06,1.5677488446156354e-06,3.136682121029401e-06
9910,flag,28,27,3.109295520792486e-06,1.3849837949852367e-06,2.8999488957781048e-06
10,abr,5,5,2.449996827635914e-06,,
110,abr,15,13,1.336782923150251e-06,1.2619060552900747e-06,2.9190469788210022e-06
210,abr,15,13,1.4370384577224836e-06,1.489742993353269e-06,2.89999989036005e-06
310,abr,17,13,1.5323769685728323e-06,1.6590159054326474e-06,3.7934433584880146e-06
410,abr,24,17,1.844444697923666e-06,1.996250284719281e-06,4.056249235873111e-06
510,abr,21,17,1.6815722371050254e-06,1.48453523486507e-06,3.2118811516441627e-06
610,abr,19,17,1.6394400329866992e-06,1.368104206229528e-06,3.1563022199376416e-06
710,abr,28,20,1.727238441595719e-06,1.5343061434173018e-06,3.821276072974165e-06
810,abr,23,19,1.8199663915316545e-06,1.5510054345823975e-06,3.635625125752995e-06
910,abr,31,26,1.8115168520095078e-06,1.5988825806078382e-06,3.760773093614583e-06
1010,abr,28,23,1.7534552043063428e-06,1.4467005172347282e-06,4.146667048096275e-06
1110,abr,29,19,1.9470248966344144e-06,1.4312223455451462e-06,3.730275864721438e-06
1210,abr,34,24,1.9315791494016977e-06,1.6407560784087963e-06,4.064406712748647e-06
1310,abr,29,25,1.8526572488914221e-06,1.4215385957728498e-06,3.298023405481174e-06
1410,abr,32,22,1.8632147137915516e-06,1.3585454276339575e-06,3.4507246037600967e-06
1510,abr,36,24,1.8341905312116267e-06,1.295608190294179e-06,3.979124108436032e-06
1610,abr,37,24,1.883359456270322e-06,1.4030006908190746e-06,3.819744880118401e-06
1710,abr,36,25,1.8740680882250599e-06,1.2205051657029836e-06,3.816666754747053e-06
1810,abr,39,26,1.9367787249860486e-06,1.4112676119982777e-06,4.006837727833656e-06
1910,abr,37,26,1.9655008307678577e-06,1.3371503293415396e-06,4.678947382336973e-06
2010,abr,42,24,2.1108724366739277e-06,1.5735452136680208e-06,4.160705338330747e-06
2110,abr,42,26,2.0345873718891013e-06,1.432019748364855e-06,4.4252981986352606e-06
2210,abr,46,24,2.1883651770642884e-06,1.5797236280339826e-06,4.17539853855102e-06
2310,abr,53,34,2.1112286496085384e-06,1.3316738786917534e-06,4.7542297719713145e-06
2410,abr,47,30,2.302671928667629e-06,1.4311071613605186e-06,4.3792375220356795e-06
2510,abr,45,27,2.1491770834615073e-06,1.3904856164973174e-06,4.283903422905975e-06
2610,abr,51,31,2.266698931892354e-06,1.4756864117111499e-06,4.323506299388345e-06
2710,abr,49,35,2.237707886738572e-06,1.3377393352338808e-06,4.725849403085995e-06
2810,abr,50,30,2.2149560603201114e-06,1.27079449473517e-06,4.6488203620876165e-06
2910,abr,52,36,2.3411660753521315e-06,1.2918327260633996e-06,4.629545572980704e-06
3010,abr,55,27,2.326077977316232e-06,1.3083333669783315e-06,4.380536916112565e-06
3110,abr,56,37,2.4726634545400494e-06,1.4882056366271677e-06,5.082126012095963e-06
3210,abr,59,0,2.4516014588230233e-06,1.408888645181876e-06,4.460876017804542e-06
3310,abr,55,33,2.4602013849500064e-06,1.5157480461992266e-06,5.85560602220622e-06
3410,abr,59,37,2.8319223355585638e-06,1.6371684597398547e-06,5.61201752879234e-06
3510,abr,59,0,2.58063839449804e-06,1.5155090395006265e-06,4.5512741331410395e-06
3610,abr,58,33,2.5430206107261623e-06,1.3858342375397306e-06,5.379411679202122e-06
3710,abr,65,0,2.6674210020573406e-06,1.5584290667902677e-06,5.608743076216521e-06
3810,abr,61,0,2.8389934639855846e-06,1.2489209929816156e-06,5.370201078093542e-06
3910,abr,65,0,2.66842099672184e-06,1.4293580016958605e-06,5.215683528446859e-06
4010,abr,67,27,2.6629805524094662e-06,1.3441325308474694e-06,5.6697119842429125e-06
4110,abr,65,32,2.756507029517355e-06,1.3159235581981054e-06,5.678927935529432e-06
4210,abr,69,0,2.8187305559001413e-06,1.2984738201459836e-06,5.699520771012469e-06
4310,abr,68,37,2.9926405202329798e-06,1.3537367436844825e-06,5.928922621931322e-06
4410,abr,69,0,2.985587201522144e-06,1.3811477316560908e-06,5.753075371571691e-06
4510,abr,78,0,3.002462481342252e-06,1.357752258177805e-06,4.4413957491701165e-06
4610,abr,76,44,2.931299214018247e-06,1.5274528523110255e-06,6.8110745352194564e-06
4710,abr,74,0,3.072737197226575e-06,1.2873618645663735e-06,5.965951096644639e-06
4810,abr,74,0,3.2240589017589767e-06,1.5651615041117835e-06,4.391567046480684e-06
4910,abr,77,0,3.1698364692769905e-06,1.3528200460612014e-06,4.535097089248104e-06
5010,abr,73,39,3.093076451665313e-06,1.4201475944436835e-06,6.028799219878428e-06
5110,abr,77,0,3.069485507033756e-06,1.2634320620283774e-06,4.736272652469247e-06
5210,abr,77,0,3.2226201455016053e-06,1.555815968277408e-06,5.616546636744032e-06
5310,abr,87,0,3.3668687684940905e-06,1.3704211721342716e-06,6.13512456626676e-06
5410,abr,78,0,3.1459768509849648e-06,1.3103582404936156e-06,5.569999896424805e-06
5510,abr,86,0,3.228259862406364e-06,1.3449153553329675e-06,5.562788395373638e-06
5610,abr,84,0,4.0278670078525195e-06,2.0177857716865297e-06,1.0249361419841225e-05
5710,abr,86,0,5.007161736871551e-06,2.245229539149569e-06,6.379243052648425e-06
5810,abr,84,0,5.114356782664922e-06,1.8965277680157062e-06,9.02363128102313e-06
5910,abr,86,0,3.973593736154788e-06,1.524003456962073e-06,6.561922128047941e-06
6010,abr,87,0,3.464597007110216e-06,1.3865400314639621e-06,4.998288785630638e-06
6110,abr,86,0,3.529141133345151e-06,1.51789560499304e-06,4.164912257820425e-06
6210,abr,91,0,3.649451318867724e-06,1.5546822128895309e-06,4.682108935358304e-06
6310,abr,93,49,3.522868612533624e-06,1.3071075241610992e-06,7.2778413430734705e-06
6410,abr,104,0,3.5100178612018125e-06,1.2577447683881078e-06,4.668495426185231e-06
6510,abr,93,0,3.642788283729016e-06,1.486666984490904e-06,4.257873225155342e-06
6610,abr,92,0,3.5052793222277666e-06,1.3769647988701706e-06,4.627610455304219e-06
6710,abr,104,0,3.7395881823158216e-06,1.4143293880468583e-06,4.276367079114607e-06
6810,abr,94,0,3.715044061346646e-06,1.4719908765031448e-06,5.218290831320561e-06
6910,abr,100,0,3.7104307355800442e-06,1.3200295342889666e-06,4.913882005659683e-06
7010,abr,102,0,3.7760977878105413e-06,1.2963461042204727e-06,4.547125209253685e-06
7110,abr,103,0,3.797791028097164e-06,1.3765706008724202e-06,6.687183252930636e-06
7210,abr,99,0,4.0065420795119725e-06,1.5718110534641432e-06,7.122985105638237e-06
7310,abr,108,0,3.837157507641051e-06,1.272670245914085e-06,5.51821594554135e-06
7410,abr,102,0,3.957795647327782e-06,1.6135058615537864e-06,4.38858356972349e-06
7510,abr,115,0,3.973429160551971e-06,1.4148019376499285e-06,3.3205012415536457e-06
7610,abr,114,0,3.998139521193713e-06,1.3029472219364122e-06,4.570548412861075e-06
7710,abr,116,0,3.963488082446548e-06,1.3703630595769662e-06,4.36476594025388e-06
7810,abr,110,0,4.152621364523405e-06,1.5177846285560037e-06,6.361247310199538e-06
7910,abr,111,0,4.0273685301403235e-06,1.437760393703987e-06,6.673315707889424e-06
8010,abr,112,0,4.2128847053216885e-06,1.4267293741811465e-06,3.953506680261357e-06
8110,abr,111,0,4.079189758712739e-06,1.3136220437887745e-06,3.5748065365406303e-06
8210,abr,111,0,4.315028386878174e-06,1.416656360070113e-06,5.358853809361693e-06
8310,abr,116,0,4.130511814423768e-06,1.2145603493680022e-06,3.8889205701376674e-06
8410,abr,117,0,4.2617668747623325e-06,1.3931648981507426e-06,6.1980902042001594e-06
8510,abr,131,0,4.268656643355352e-06,1.3513492075355003e-06,3.861861195806463e-06
8610,abr,124,0,5.626552717664392e-06,1.9576008117900422e-06,8.674124729893281e-06
8710,abr,125,0,4.434481296542044e-06,1.3355971272436103e-06,4.509288583509747e-06
8810,abr,124,0,4.482451808030124e-06,1.3498265805621928e-06,6.441176476653319e-06
8910,abr,118,0,4.399716747671312e-06,1.3930315549867218e-06,4.742661641912989e-06
9010,abr,124,0,4.453977152363502e-06,1.3133290968069732e-06,2.8774021085112612e-06
9110,abr,124,0,4.517860098850771e-06,1.329448757491082e-06,4.965438138947407e-06
9210,abr,132,0,4.571643372606581e-06,1.4213932668780005e-06,4.997204724089357e-06
9310,abr,133,0,4.597675650680297e-06,1.3766758402966908e-06,4.279046183229343e-06
9410,abr,126,0,5.854743491571741e-06,1.5339697124015015e-06,6.0254878645985204e-06
9510,abr,131,0,4.658357764686348e-06,1.4386329008118267e-06,3.5661449024962475e-06
9610,abr,131,0,4.541402297453301e-06,1.2917558898316314e-06,5.4676084194130075e-06
9710,abr,125,0,4.6238768755106905e-06,1.3073358611063491e-06,4.808338918831403e-06
9810,abr,132,0,4.9041643572672065e-06,1.5590323572158737e-06,4.2024279575339055e-06
9910,abr,129,0,4.695113093900658e-06,1.3272345924854154e-06,4.3216001940891146e-06
10,lista,5,5,1.76250068761874e-06,,
110,lista,11,10,1.7541181638508158e-06,1.374998828396201e-06,1.8761915964118782e-06
210,lista,13,9,1.7515526649177722e-06,1.2820520891975134e-06,1.7449994629714638e-06
310,lista,12,10,1.81551701549826e-06,1.1271188406557855e-06,1.6266659561855097e-06
410,lista,11,9,1.7452156117413402e-06,1.1880008969455958e-06,1.5558435297389696e-06
510,lista,15,10,1.8131981106229165e-06,1.2210005661472679e-06,1.5336729714418856e-06
610,lista,14,7,1.7545850097006553e-06,1.232743348753228e-06,1.3869166565693428e-06
710,lista,13,7,1.758348475500873e-06,1.3355069761704383e-06,1.5401519979632488e-06
810,lista,13,7,1.8954184531612325e-06,1.331209483153074e-06,1.5101263843347095e-06
910,lista,10,5,1.8488885770137939e-06,1.1398807969055183e-06,1.4525432386935432e-06
1010,lista,16,6,2.2804998297942803e-06,1.5737370098705847e-06,1.6878160759144779e-06
1110,lista,16,4,2.104735273338661e-06,1.4056872865582387e-06,1.4601902781336865e-06
1210,lista,12,3,1.8006582027546278e-06,1.2564658014713947e-06,1.199581469389684e-06
1310,lista,14,3,1.957661851125354e-06,1.4831369637749066e-06,1.4183679904446614e-06
