level_0,n,abr_type,height_before,height_after,insert_time,search_time,delete_time
98,9810,lista,19.82,4.16,2.3795380728321437e-06,1.8306083511123862e-06,1.4369222534296982e-06
99,9910,lista,19.34,4.03,2.368886344737249e-06,1.8192674844153063e-06,1.406327728916503e-06
100,10,flag,5.51,5.01,1.3951918853785e-06,,
101,110,flag,13.74,12.47,1.825547637984905e-06,1.4146285989322156e-06,2.355760202746079e-06
102,210,flag,15.85,14.61,1.9745259204431536e-06,1.5868647605116063e-06,2.5606637717160163e-06
103,310,flag,17.49,16.27,2.0831508933245295e-06,1.6221452061215257e-06,2.7232161757986546e-06
104,410,flag,18.57,17.01,2.1706440787909903e-06,1.7003517108452012e-06,2.887477039699143e-06
105,510,flag,19.15,17.87,2.276216373128617e-06,1.7749929048609101e-06,3.0190371244442444e-06
106,610,flag,20.02,18.52,2.3184421489609162e-06,1.7975375316590795e-06,3.1622282337337607e-06
107,710,flag,20.7,18.82,2.3911122268869404e-06,1.843311670330478e-06,3.2101682760272727e-06
108,810,flag,21.09,19.38,2.4282173819985482e-06,1.8829259205860261e-06,3.3266709193446746e-06
109,910,flag,21.22,19.38,2.4508182736349503e-06,1.923259133960862e-06,3.3878689494275264e-06
110,1010,flag,21.63,19.9,2.463886430866569e-06,1.8802871913830252e-06,3.4287972095368482e-06
111,1110,flag,21.94,19.96,2.4984174885200973e-06,1.9041102078577447e-06,3.512719152962779e-06
112,1210,flag,22.07,20.2,2.5256376738665797e-06,1.9175899801736936e-06,3.5077083767604126e-06
113,1310,flag,22.61,20.82,2.5691593786202294e-06,1.936781751355455e-06,3.616989026819859e-06
114,1410,flag,23.18,21.12,2.595069309291094e-06,1.9555551746645103e-06,3.672286739799798e-06
115,1510,flag,22.86,20.87,2.6044871537977484e-06,1.9566187408604193e-06,3.720123617772309e-06
116,1610,flag,23.23,21.06,2.625164745975096e-06,1.9618769338340097e-06,3.7338608591692668e-06
117,1710,flag,23.53,21.08,2.643643346476281e-06,1.957258461999057e-06,3.751723843668285e-06
118,1810,flag,23.79,21.6,2.657022829270262e-06,1.976186947821335e-06,3.823669158961643e-06
119,1910,flag,23.87,21.69,2.6943682181541423e-06,1.965438821175235e-06,3.8093976486267e-06
120,2010,flag,24.23,22.01,2.7008530734634013e-06,1.9847813771701864e-06,3.850717145795048e-06
121,2110,flag,24.29,22.15,2.725182028298022e-06,1.9763888619477917e-06,3.865106706041536e-06
122,2210,flag,24.62,22.44,2.729615411073412e-06,1.976641624036599e-06,3.9045518424846454e-06
123,2310,flag,24.57,22.18,2.731309367014479e-06,1.954374591579926e-06,3.8630219343047255e-06
124,2410,flag,24.69,22.25,2.7385632623117092e-06,1.975063644301364e-06,3.963782211990512e-06
125,2510,flag,24.69,22.5,2.7592542475064704e-06,1.9891653490809297e-06,3.970152099967151e-06
126,2610,flag,25.18,22.77,2.7718935134772147e-06,1.975370854988727e-06,3.953779753975369e-06
127,2710,flag,25.05,22.62,2.7928462760245092e-06,1.962231329537207e-06,4.011560779031298e-06
128,2810,flag,24.97,22.68,2.782792084077687e-06,1.9486384296518463e-06,3.955265437795294e-06
129,2910,flag,25.39,22.75,2.805360043864666e-06,1.9713425661122866e-06,4.040866663152996e-06
130,3010,flag,25.35,23.03,2.8171196612389113e-06,1.9735746989412585e-06,4.02552164380719e-06
131,3110,flag,25.53,22.91,2.811379491456884e-06,1.955190218861259e-06,4.035104503779209e-06
132,3210,flag,25.47,23.17,2.8240267357659123e-06,1.9602649668646583e-06,4.051959870346696e-06
133,3310,flag,25.67,23.31,2.839111056096059e-06,1.9798743034092515e-06,4.076015020910284e-06
134,3410,flag,25.85,23.19,2.8825016182776e-06,1.99456951199543e-06,4.100134794502041e-06
135,3510,flag,25.56,23.12,2.839861509278897e-06,1.9602462947351046e-06,4.06004712890939e-06
136,3610,flag,26.36,23.5,2.9110196106478073e-06,1.9855199702211502e-06,4.147706903498206e-06
137,3710,flag,25.92,23.43,2.8849822478576395e-06,1.972023255223802e-06,4.128193474163581e-06
138,3810,flag,25.75,23.15,2.855780541329527e-06,1.9488181095186783e-06,4.115435191621623e-06
139,3910,flag,26.13,23.75,2.8848471772454475e-06,1.9603955729697383e-06,4.124858563942491e-06
140,4010,flag,25.97,23.59,2.9098618817204134e-06,1.968848862827241e-06,4.133714561044477e-06
141,4110,flag,26.18,23.59,2.898126809439598e-06,1.9548161333797383e-06,4.154655825220802e-06
142,4210,flag,26.29,23.77,2.9184719021074254e-06,1.9802266221657596e-06,4.153870749211615e-06
143,4310,flag,26.54,23.86,2.9490523924173826e-06,1.9896003200702053e-06,4.204316165437694e-06
144,4410,flag,26.44,23.97,2.938476476212025e-06,1.991338854190648e-06,4.184447030728476e-06
145,4510,flag,26.4,23.83,2.9294657922180674e-06,1.966751352436112e-06,4.148127520647388e-06
146,4610,flag,26.44,23.93,2.933909437669238e-06,1.9759093068992967e-06,4.129378836208729e-06
147,4710,flag,26.8,24.11,2.920133625241551e-06,1.957534166910612e-06,4.081718111396075e-06
148,4810,flag,26.65,24.11,2.9297220021212994e-06,1.9524083150407913e-06,4.075763109148561e-06
149,4910,flag,26.95,24.48,2.9454934592002594e-06,1.9749507365610824e-06,4.092869327354402e-06
150,5010,flag,26.82,24.34,2.9492237031277395e-06,1.9827241410491405e-06,4.059559234330447e-06
151,5110,flag,27.36,24.78,2.952408444980154e-06,1.982833823394121e-06,4.081844415432923e-06
152,5210,flag,26.94,24.21,2.9306820044840744e-06,1.9520502628499155e-06,4.08845554445955e-06
153,5310,flag,27.39,24.79,2.9609464703841516e-06,1.9776996665405404e-06,4.096807098762884e-06
154,5410,flag,27.17,24.63,2.9733345545280875e-06,1.9718868756123985e-06,4.13612836802681e-06
155,5510,flag,27.09,24.53,2.9753170328676176e-06,1.971093898818913e-06,4.127033857315617e-06
156,5610,flag,27.12,24.55,2.993187171348146e-06,1.9699549777860727e-06,4.121709556847151e-06
157,5710,flag,27.44,24.59,3.0004672763946235e-06,1.9635841305345197e-06,4.153802397354591e-06
158,5810,flag,27.25,24.64,2.997644669642328e-06,1.967872366783183e-06,4.112851121063727e-06
159,5910,flag,27.22,24.78,3.0041652368114187e-06,1.9738481299938797e-06,4.1499127451818044e-06
160,6010,flag,27.59,24.87,3.033911976670979e-06,1.9714225735266613e-06,4.142401202953041e-06
161,6110,flag,27.52,24.97,3.055843109362955e-06,1.9962037880401496e-06,4.191422009892147e-06
162,6210,flag,27.53,24.74,3.0456518092959316e-06,1.9575967053712193e-06,4.143287229468359e-06
163,6310,flag,27.29,24.61,3.038145735278384e-06,1.9596619098175658e-06,4.1109610326999315e-06
164,6410,flag,27.87,24.96,3.05474825322101e-06,1.978587989260719e-06,4.153616588767811e-06
165,6510,flag,27.7,25.16,3.044035178083925e-06,1.9631243580519214e-06,4.077222098159995e-06
166,6610,flag,27.72,24.94,3.042470917386472e-06,1.9493892234291076e-06,4.033503909320912e-06
167,6710,flag,27.77,25.12,3.006613094705604e-06,1.939183180345234e-06,4.012832518600777e-06
168,6810,flag,27.96,25.17,3.0130336921671662e-06,1.9442754320883066e-06,4.043717649576893e-06
169,6910,flag,27.97,25.27,3.043767182889473e-06,1.963916637221835e-06,4.098831401122529e-06
170,7010,flag,27.82,25.06,3.055110751710653e-06,1.948528540923844e-06,4.071390102433414e-06
171,7110,flag,28.3,25.48,3.0702789681311067e-06,1.968706109085274e-06,4.108360722480961e-06
172,7210,flag,28.28,25.55,3.1017790498147303e-06,1.974535701299688e-06,4.161180366748282e-06
173,7310,flag,27.99,25.37,3.0986000355418754e-06,1.9739646309658707e-06,4.120291536961617e-06
174,7410,flag,28.75,25.65,3.1274030853202775e-06,1.9650999046775117e-06,4.131857784134875e-06
175,7510,flag,28.24,25.47,3.1290593269366858e-06,1.9777869218607598e-06,4.157052062103423e-06
176,7610,flag,27.97,25.2,3.1565063860437724e-06,1.9733617537039844e-06,4.1590978580680855e-06
177,7710,flag,28.15,25.65,3.164388004101602e-06,1.9828772142240913e-06,4.187721286327595e-06
178,7810,flag,28.47,25.79,3.1585618803295046e-06,1.991304610708445e-06,4.110496364796983e-06
179,7910,flag,28.22,25.54,3.1206908586819874e-06,1.9865399424629046e-06,4.0635598122784255e-06
180,8010,flag,28.53,25.9,3.1324934780630963e-06,1.9899127828478035e-06,4.115108006875251e-06
181,8110,flag,28.47,25.87,3.1152949650217835e-06,1.9793089311146545e-06,4.042196365363931e-06
182,8210,flag,28.45,25.72,3.1414022258176634e-06,1.9819172214146965e-06,4.108556867469862e-06
183,8310,flag,28.12,25.6,3.119448479757597e-06,1.9440380076529864e-06,4.016803980038747e-06
184,8410,flag,28.85,25.85,3.139018443758841e-06,1.9599657279678187e-06,4.097660822992188e-06
185,8510,flag,28.39,25.47,3.1811700361648325e-06,1.955909648595551e-06,4.069839394377223e-06
186,8610,flag,28.53,25.99,3.1895790185224802e-06,1.9831414032357306e-06,4.142285716245204e-06
187,8710,flag,28.4,25.68,3.207877244337447e-06,1.966401261013914e-06,4.1075997195102296e-06
188,8810,flag,28.53,26.01,3.1878206716915354e-06,1.965431768585581e-06,4.092580162718881e-06
189,8910,flag,28.34,25.6,3.181608670135225e-06,1.9625998720632763e-06,4.136462847431859e-06
190,9010,flag,28.65,26.03,3.202936988755475e-06,1.9720493451401303e-06,4.067501327022875e-06
191,9110,flag,29.07,26.4,3.1593556005639796e-06,1.9734911144981278e-06,3.992860113669474e-06
192,9210,flag,28.82,25.88,3.1609775970296447e-06,1.9640445773745478e-06,4.001313217081263e-06
193,9310,flag,28.65,25.97,3.177168032181903e-06,1.9653788790312873e-06,4.0610535191857175e-06
194,9410,flag,28.85,26.05,3.2083129375877224e-06,1.979017107045853e-06,4.110986597842049e-06
195,9510,flag,29.17,26.32,3.2632753161883047e-06,1.9829454565861572e-06,4.155156712095794e-06
196,9610,flag,28.64,25.84,3.2517001518931665e-06,1.948969284930888e-06,4.093808933816313e-06
197,9710,flag,29.08,26.3,3.2748138348812416e-06,1.9731548058578808e-06,4.102799587459045e-06
198,9810,flag,29.23,26.5,3.295800070685799e-06,1.9907528726172073e-06,4.074801648376836e-06
199,9910,flag,28.86,26.36,3.2749322301924755e-06,1.991605865438409e-06,4.063362511085037e-06
200,10,abr,5.51,4.91,1.1728996140023117e-06,,
201,110,abr,13.81,12.61,1.377073113108656e-06,1.4695282869164286e-06,2.4828142542009315e-06
202,210,abr,15.95,14.62,1.4436765137948806e-06,1.6892016818561914e-06,2.7573812474087865e-06
203,310,abr,17.66,16.38,1.4394757891927537e-06,1.6938864312985927e-06,2.83249019725791e-06
204,410,abr,18.8,17.28,1.53746742593605e-06,1.7511470075122656e-06,2.965315381830209e-06
205,510,abr,19.36,17.71,1.5074263159497628e-06,1.8010166535880608e-06,3.0478206930918627e-06
206,610,abr,20.45,18.55,1.5781412460755097e-06,1.8261059553859051e-06,3.140535495688477e-06
207,710,abr,21.0,18.84,1.622458314596889e-06,1.8829639726508946e-06,3.2265224759213066e-06
208,810,abr,21.73,19.61,1.6129343472377588e-06,1.904325041063171e-06,3.278917537325174e-06
209,910,abr,22.06,19.68,1.616522692363083e-06,1.907752063050538e-06,3.2630546948072532e-06
210,1010,abr,22.29,19.88,1.6216513324756604e-06,1.8901367455131096e-06,3.2973021753715494e-06
211,1110,abr,22.53,19.88,1.6346251604101528e-06,1.9192304451848247e-06,3.3478705053848352e-06
212,1210,abr,23.12,20.51,1.6412174749073048e-06,1.911829730965605e-06,3.352710297739798e-06
213,1310,abr,23.6,20.94,1.670117728893318e-06,1.9395575301668082e-06,3.4484500375923738e-06
214,1410,abr,24.59,21.56,1.6888375977216754e-06,1.955313570718909e-06,3.469742770950312e-06
215,1510,abr,24.57,21.42,1.6848614012780178e-06,1.9250561160729406e-06,3.4638872269515725e-06
216,1610,abr,24.71,21.49,1.6991441205152215e-06,1.9441282145897863e-06,3.525951598751164e-06
217,1710,abr,25.13,21.65,1.700035487120512e-06,1.9213275521798096e-06,3.519927056438332e-06
218,1810,abr,25.68,22.09,1.7314189306895944e-06,1.9482672582901783e-06,3.5706661675209466e-06
219,1910,abr,26.01,22.35,1.7405091507805667e-06,1.950819275533246e-06,3.625005736405287e-06
220,2010,abr,26.47,22.37,1.7607321589294494e-06,1.959987003373546e-06,3.69910509571183e-06
221,2110,abr,26.8,22.72,1.77330845611646e-06,1.9786946024449887e-06,3.69857491054029e-06
222,2210,abr,26.96,22.99,1.7656124536257785e-06,1.9459522098139557e-06,3.67467996357239e-06
223,2310,abr,27.23,22.85,1.7906097446687686e-06,1.9834376504150067e-06,3.7262263014987156e-06
224,2410,abr,27.95,23.29,1.8065909296570255e-06,1.9876171611611977e-06,3.800826608491858e-06
225,2510,abr,28.02,23.2,1.807527547827575e-06,1.9826154441269685e-06,3.8085024371410343e-06
226,2610,abr,28.35,23.51,1.8183099010146594e-06,1.9681944635714114e-06,3.8008483587958844e-06
227,2710,abr,28.72,23.66,1.8333349493152342e-06,1.9816883743038214e-06,3.8382757421698424e-06
228,2810,abr,28.93,23.71,1.8321761608634105e-06,1.9666133616314686e-06,3.83115947036466e-06
229,2910,abr,29.19,23.89,1.8502316405665694e-06,1.96480919123879e-06,3.882928786281028e-06
230,3010,abr,29.58,24.0,1.8730346300085567e-06,1.991528247512268e-06,3.909971531341128e-06
231,3110,abr,29.84,24.58,1.8588902868369823e-06,1.9760265920566455e-06,3.927807170925891e-06
232,3210,abr,30.13,24.71,1.8823665882625524e-06,1.9586551994499577e-06,3.949553904867468e-06
233,3310,abr,30.09,24.3,1.9081393405713813e-06,2.002455455049763e-06,4.0249746282817285e-06
234,3410,abr,30.86,24.66,1.9013112562166254e-06,1.9952969452504808e-06,3.989895563864939e-06
235,3510,abr,30.59,24.72,1.9120105288634617e-06,1.958639632281092e-06,4.030106967231191e-06
236,3610,abr,31.8,25.07,1.9408108190563096e-06,2.000520754052148e-06,4.0594413863699675e-06
237,3710,abr,31.36,25.28,1.9350180116509125e-06,1.997895612892486e-06,4.063541610675583e-06
238,3810,abr,31.61,25.09,1.929859427878349e-06,1.965609147405374e-06,4.045842419931015e-06
239,3910,abr,32.24,25.77,1.944706278762521e-06,1.972397291745004e-06,4.108228875098682e-06
240,4010,abr,32.28,25.35,1.959878663726273e-06,1.988466310917059e-06,4.1377362649165376e-06
241,4110,abr,32.8,25.7,1.985699802227358e-06,1.979237041172418e-06,4.17939709372541e-06
242,4210,abr,33.03,26.35,1.978754865952569e-06,1.9815623788778966e-06,4.133404265382641e-06
243,4310,abr,33.58,26.44,1.9950119461895853e-06,1.9918169351330467e-06,4.174252996908443e-06
244,4410,abr,33.68,26.33,2.0044159330471504e-06,1.9991737018063348e-06,4.174102198289635e-06
245,4510,abr,34.12,26.74,1.9893836995115675e-06,1.98102877215894e-06,4.156754506319157e-06
246,4610,abr,34.38,26.58,1.996217361938518e-06,1.976217656434208e-06,4.191342048813075e-06
247,4710,abr,34.35,26.61,1.999136460831937e-06,1.9473533327995575e-06,4.145325696655408e-06
248,4810,abr,34.35,26.78,1.9837391284776302e-06,1.947302572768348e-06,4.1077131042611646e-06
249,4910,abr,35.15,27.32,1.9788270926417562e-06,1.9537964767835836e-06,4.100486615743422e-06
250,5010,abr,35.24,27.15,1.9914563009699385e-06,1.962912457873159e-06,4.132461832620166e-06
251,5110,abr,35.87,27.61,2.000756703462929e-06,1.951623048540885e-06,4.176304247419053e-06
252,5210,abr,35.61,27.31,2.0171078497587993e-06,1.9439271378239447e-06,4.214368558414026e-06
253,5310,abr,36.6,27.79,2.0348968062266726e-06,1.9704286824035298e-06,4.2515092903351755e-06
254,5410,abr,36.36,27.92,2.0595934970965712e-06,1.9775784525845303e-06,4.31411371876308e-06
255,5510,abr,36.49,27.71,2.0740706977038353e-06,1.980945247272491e-06,4.301066381319477e-06
256,5610,abr,37.12,28.0,2.0765611110887714e-06,1.952871757304717e-06,4.346034198105087e-06
257,5710,abr,37.57,28.2,2.098703498436834e-06,1.974542247053792e-06,4.375461601783075e-06
258,5810,abr,37.4,28.43,2.1233434911058545e-06,1.961634739729707e-06,4.411807494802256e-06
259,5910,abr,37.83,28.33,2.1350861997568702e-06,1.9632843247307427e-06,4.481693235825385e-06
260,6010,abr,38.18,28.72,2.1802405086291027e-06,1.9777511921950153e-06,4.4721955248417885e-06
261,6110,abr,38.33,28.87,2.1592828647880916e-06,1.97659643933491e-06,4.4789275426306615e-06
262,6210,abr,38.84,28.89,2.1656492383748626e-06,1.975269019125579e-06,4.505061532461459e-06
263,6310,abr,38.86,29.04,2.166730945009829e-06,1.9714356809042637e-06,4.467972216892589e-06
264,6410,abr,38.93,29.36,2.1559840106978162e-06,1.9683579490977716e-06,4.420388232500866e-06
265,6510,abr,39.16,29.22,2.1517597426028754e-06,1.9486172040144906e-06,4.403442154816554e-06
266,6610,abr,39.63,29.51,2.1181144727486773e-06,1.9470857598269113e-06,4.417985305239326e-06
267,6710,abr,40.47,29.75,2.1283263688640096e-06,1.935061300971107e-06,4.3884712109094465e-06
268,6810,abr,40.17,29.83,2.140803735303471e-06,1.9583652958743664e-06,4.466898181899163e-06
269,6910,abr,40.81,30.1,2.1675960943591956e-06,1.9526919310024293e-06,4.509924684655689e-06
270,7010,abr,40.89,29.51,2.1583954570152134e-06,1.925355119314397e-06,4.527206013145894e-06
271,7110,abr,41.19,30.32,2.2012243545243543e-06,1.9534727135744967e-06,4.561528418002238e-06
272,7210,abr,41.52,30.77,2.2296031476670925e-06,1.9688878933768415e-06,4.631276228478689e-06
273,7310,abr,41.58,30.87,2.2418177738436874e-06,1.9484860544152436e-06,4.644980713838713e-06
274,7410,abr,42.0,30.83,2.2686038399820634e-06,1.9648642090262835e-06,4.673008250817657e-06
275,7510,abr,42.06,30.74,2.294778825634038e-06,1.9781641701854894e-06,4.723368681001609e-06
