n,abr_type,height_before,height_after,insert_time,search_time,delete_time
4310,abr,33,25,1.938508282785735e-06,1.915411866160438e-06,3.918106292275238e-06
4410,abr,31,27,1.9477493903443776e-06,1.9253506609423644e-06,4.261123741268813e-06
4510,abr,36,31,1.9926794801934514e-06,2.130647012186908e-06,4.42922209104937e-06
4610,abr,34,26,1.921428650218461e-06,2.0966630770117293e-06,4.143646541334565e-06
4710,abr,35,26,1.926078709796073e-06,1.9200001169634418e-06,3.964951701586046e-06
4810,abr,34,27,1.8379844280659456e-06,1.758146730174248e-06,3.7472371879979194e-06
4910,abr,40,31,1.980559966371705e-06,2.0143151193274403e-06,4.165026106925301e-06
5010,abr,36,29,1.973743764653754e-06,1.9242963638317863e-06,4.150553099839157e-06
5110,abr,38,28,1.9474763117904936e-06,1.8357998633291573e-06,4.086653356773378e-06
5210,abr,36,30,2.040257065697512e-06,1.961396690155447e-06,4.153416888237975e-06
5310,abr,36,26,1.934661499776498e-06,1.9065118764741646e-06,3.999429232650015e-06
5410,abr,35,33,1.9604519140158797e-06,1.823390310605508e-06,4.2065158003775844e-06
5510,abr,34,29,2.0981267829974095e-06,2.008448230894582e-06,4.326789001741985e-06
5610,abr,40,32,1.99529586907933e-06,1.8196721772878738e-06,4.079366419927904e-06
5710,abr,38,26,2.0349107381027358e-06,1.933127818608632e-06,4.220818666769424e-06
5810,abr,34,27,2.1550330951648208e-06,1.8828165140192696e-06,4.242418916882926e-06
5910,abr,37,28,2.0736630082528074e-06,1.8707087867313488e-06,4.338349236406847e-06
6010,abr,39,29,2.1375163542830396e-06,1.8885788043280165e-06,4.44089364985626e-06
6110,abr,37,28,2.039741234257995e-06,2.0693026884573e-06,4.351548202702128e-06
6210,abr,42,29,2.116072159695524e-06,1.9775145055683525e-06,4.302475302904328e-06
6310,abr,39,28,2.2124697709738044e-06,2.1619431680136244e-06,4.799035880396734e-06
6410,abr,39,31,2.1366434088723935e-06,1.8938535145924986e-06,4.2520286597781234e-06
6510,abr,40,28,1.99425651821066e-06,1.8560033148863775e-06,4.2006197384768544e-06
6610,abr,42,31,2.1034195534052914e-06,2.01235414502915e-06,4.367332766476809e-06
6710,abr,41,28,2.130044181790953e-06,1.9323213060018013e-06,4.442472011722931e-06
6810,abr,44,30,2.1463822821596994e-06,1.936737944783001e-06,4.525811276738573e-06
6910,abr,43,31,2.3487474581495293e-06,2.0771218971538315e-06,4.752370663293597e-06
7010,abr,39,35,2.095418942273997e-06,1.940194538374108e-06,4.470911934246025e-06
7110,abr,39,32,2.180121999987682e-06,2.0669534027169202e-06,4.5810136584256595e-06
7210,abr,47,30,2.2456068286026236e-06,2.1290135782921406e-06,4.652076003726317e-06
7310,abr,39,29,2.160648189038273e-06,1.8069272331825735e-06,4.44496880814764e-06
7410,abr,40,28,2.1988249158239164e-06,1.9010292064441993e-06,4.611861081501874e-06
7510,abr,45,31,2.2593968473933414e-06,1.9487093596940823e-06,4.694203872991841e-06
7610,abr,40,30,2.2070522108855137e-06,1.736845867199153e-06,4.528782449608823e-06
7710,abr,40,28,2.2877696359314127e-06,1.9559437324448698e-06,4.6489195127867176e-06
7810,abr,41,30,2.1301061635418243e-06,1.9403846841181975e-06,4.525081393289623e-06
7910,abr,42,29,2.1949241622714217e-06,1.977469492974235e-06,4.543924259900151e-06
8010,abr,45,32,2.220726521480749e-06,1.8746029707558808e-06,4.536879010154468e-06
8110,abr,48,33,2.2361834873598977e-06,1.9703982893470614e-06,4.633312688811737e-06
8210,abr,43,32,2.2467962770077383e-06,1.9056320076636988e-06,4.6248777254603005e-06
8310,abr,49,32,2.317472110752661e-06,2.0569857285068783e-06,4.863692150456366e-06
8410,abr,47,30,2.268801584883703e-06,1.959409738354142e-06,4.822980478544731e-06
8510,abr,48,34,2.3463183681668083e-06,1.9196290123615835e-06,4.591617731590796e-06
8610,abr,40,29,2.253790428960792e-06,1.8826525875394736e-06,5.118669056222808e-06
8710,abr,45,34,2.5211968145970665e-06,1.8710672346349623e-06,4.993703046230925e-06
8810,abr,47,30,2.768744605930067e-06,1.8745424887655598e-06,4.801251311665687e-06
8910,abr,48,35,2.2371659197347135e-06,2.020445561155077e-06,4.531946066959213e-06
9010,abr,44,30,2.2284479374961418e-06,1.8072563361866471e-06,4.528119729386237e-06
9110,abr,46,31,2.2410590508512795e-06,1.8613114442821533e-06,4.559337026092291e-06
9210,abr,46,31,2.2834974500594936e-06,1.9169066840459587e-06,4.626841250229353e-06
9310,abr,50,34,2.3727014798425963e-06,2.0540098921231726e-06,4.883705660870821e-06
9410,abr,49,40,2.4634304509885706e-06,2.144256767474123e-06,5.5229536171976645e-06
9510,abr,46,34,2.3074870395506845e-06,1.8336866674913593e-06,4.928343960678703e-06
9610,abr,46,33,2.4489068734747397e-06,2.0780088376794907e-06,4.94757423543672e-06
9710,abr,52,33,2.3956026398957178e-06,1.8842858490263107e-06,5.045788316296784e-06
9810,abr,46,33,2.3730979932769607e-06,2.0326468723094288e-06,4.989870780903259e-06
9910,abr,45,30,2.3011363757606807e-06,1.8953476102945561e-06,5.1844210181263744e-06
10,lista,7,6,1.812502887332812e-06,,
110,lista,13,12,2.0070580135592644e-06,1.6190453953597517e-06,2.228571767253535e-06
210,lista,14,13,2.1975605838034846e-06,1.692103595766974e-06,2.187499558203854e-06
310,lista,15,14,2.035950642456262e-06,1.6644071211438563e-06,2.3950818357378487e-06
410,lista,16,14,2.096341321281748e-06,1.5454557300968603e-06,2.4493513462532846e-06
510,lista,17,13,2.011111083149294e-06,1.5500002203281132e-06,2.1821050291979e-06
610,lista,18,17,2.1753108302320653e-06,1.6724765824085666e-06,2.332478109946172e-06
710,lista,18,18,2.073345323508082e-06,1.6064285383825855e-06,2.2148440166347427e-06
810,lista,18,16,2.1335939436539776e-06,1.6354433337485865e-06,2.157692506443709e-06
910,lista,18,16,2.230199745742132e-06,1.7900554526298827e-06,2.330167943549306e-06
1010,lista,18,16,2.3085560441393166e-06,1.780513244179579e-06,2.2463919054812837e-06
1110,lista,18,17,2.2629456134015742e-06,1.663207718970711e-06,2.2393519935172258e-06
1210,lista,16,14,2.3145550594991806e-06,1.6809730513425198e-06,2.1717484493326444e-06
1310,lista,17,14,2.1878142391486413e-06,1.6879842074248622e-06,2.1265622081045876e-06
1410,lista,18,16,2.245732821983757e-06,1.6992652864941834e-06,2.233577026717066e-06
1510,lista,20,19,2.404427869807938e-06,1.8788591080388966e-06,2.4280406422976e-06
1610,lista,18,15,2.293017773495099e-06,1.7254968175343823e-06,2.199999980186507e-06
1710,lista,22,21,2.4758646023275388e-06,1.9900899925115362e-06,2.3747052610440947e-06
1810,lista,18,14,2.3299710151262267e-06,1.8853936759686997e-06,2.218313923993603e-06
1910,lista,19,18,2.5189726566417425e-06,1.959946819899767e-06,2.341207415977703e-06
2010,lista,17,13,2.183862683733658e-06,1.8270674306329778e-06,2.247179247952329e-06
2110,lista,17,15,2.376568364566547e-06,1.787769996809016e-06,2.162438773311584e-06
2210,lista,20,14,2.1943693285496615e-06,1.8279995385776548e-06,2.1615940014548274e-06
2310,lista,22,15,2.435560359476594e-06,1.884700657909286e-06,2.196412673167834e-06
2410,lista,16,12,2.112106931216691e-06,1.5991361138911728e-06,1.911279827976547e-06
2510,lista,16,13,2.1235799318548807e-06,1.6217737509343292e-06,1.8865301283266471e-06
2610,lista,20,17,2.4328535557297005e-06,1.967184808448825e-06,2.2875998984090985e-06
2710,lista,21,14,2.348233269135723e-06,1.7800000093232553e-06,2.1379506520297824e-06
2810,lista,17,14,2.1951209249019936e-06,1.6528232040508008e-06,1.932135975999598e-06
2910,lista,22,16,2.2543735986391267e-06,1.8360860751527136e-06,2.0600004460323942e-06
3010,lista,19,12,2.274647946430544e-06,1.7593531801244942e-06,2.005119648493458e-06
3110,lista,20,16,2.3864854838039163e-06,1.872402421000728e-06,2.0801014613209394e-06
3210,lista,23,14,2.3199584616707537e-06,1.8145521035474645e-06,2.0612277546054976e-06
3310,lista,20,13,2.2182383981208453e-06,1.805736263672453e-06,2.007230784958945e-06
3410,lista,18,13,2.161530129638467e-06,1.6499230326390116e-06,1.879041846479083e-06
3510,lista,21,13,2.407415644039528e-06,1.9427955676318395e-06,2.083976282213071e-06
3610,lista,18,12,2.32699328852782e-06,1.8171184756374585e-06,1.967013647494752e-06
3710,lista,17,11,2.279893343512539e-06,1.6330054421906537e-06,1.8932457328480005e-06
3810,lista,18,10,2.108263411321115e-06,1.5956336758624186e-06,1.8014746130414148e-06
3910,lista,20,12,2.3471660755993288e-06,2.0665373371119204e-06,2.028773850460927e-06
4010,lista,19,10,2.230150815893325e-06,1.6727271257888658e-06,1.783354094372048e-06
4110,lista,19,12,2.3644568179460133e-06,1.7585642800035345e-06,1.8751552590221074e-06
4210,lista,19,12,2.3941102334791283e-06,1.8608433766716934e-06,1.9165038866671783e-06
4310,lista,18,9,2.197694793599814e-06,1.65354568636745e-06,1.7369928689749116e-06
4410,lista,20,12,2.1706789498741562e-06,1.5988202989628573e-06,1.8631766194148975e-06
4510,lista,18,11,2.3256379983847006e-06,1.8402829520005044e-06,1.8806055895806679e-06
4610,lista,19,11,2.314494531163475e-06,1.7730809436868607e-06,1.8410340663070233e-06
4710,lista,18,10,2.266028474283984e-06,1.7489888378303874e-06,2.0451402938100016e-06
4810,lista,19,10,2.200411297520099e-06,1.6474024007385152e-06,1.7220226183188347e-06
4910,lista,22,11,2.392669530829862e-06,1.9553496223038883e-06,1.9631800182068194e-06
5010,lista,21,12,2.3586019326043686e-06,1.8753535866812623e-06,1.8475558800820086e-06
5110,lista,17,11,2.1990019201291973e-06,1.6687496850315098e-06,1.6901298003143083e-06
5210,lista,24,10,2.359869628265203e-06,1.807964574948554e-06,1.822888316204204e-06
5310,lista,16,8,2.2277941564488894e-06,1.6646493723039854e-06,1.693326649206512e-06
5410,lista,19,11,2.3947241949250998e-06,1.945489370210486e-06,1.8470418122556389e-06
5510,lista,16,8,2.189505585391206e-06,1.7112705953518835e-06,1.6888676729180862e-06
5610,lista,17,9,2.1537119548672103e-06,1.6101676824766753e-06,1.6468546753355736e-06
5710,lista,21,12,2.285850924404506e-06,1.7821869169849725e-06,1.7030640097098043e-06
5810,lista,22,12,2.507614074015028e-06,2.0379556291219263e-06,1.8770564085445105e-06
5910,lista,18,8,2.2544814567989285e-06,1.6870256492807237e-06,1.616328938770464e-06
6010,lista,20,10,2.3698865162345512e-06,1.812211603596711e-06,1.6558796962795083e-06
6110,lista,20,10,2.327663306803465e-06,1.8679085067354276e-06,1.7528128279466885e-06
6210,lista,18,7,2.249446402674799e-06,1.7274057248981728e-06,1.5927851673773484e-06
6310,lista,18,10,2.2894091456431014e-06,1.779822154418596e-06,1.7666943646670379e-06
6410,lista,18,10,2.162237572562802e-06,1.6917415551128488e-06,1.5939272677030837e-06
6510,lista,21,9,2.1510784327070795e-06,1.6161904135341978e-06,1.583209220944739e-06
6610,lista,18,8,2.220266603953427e-06,1.6387282332125001e-06,1.5446109906500004e-06
6710,lista,18,9,2.2392034801666283e-06,1.7620372607690327e-06,1.6809933882277486e-06
6810,lista,18,7,2.2800956269767116e-06,1.723467923895009e-06,1.5437500191051568e-06
6910,lista,20,7,2.332415189022936e-06,1.7754672807951305e-06,1.5636919456944095e-06
7010,lista,18,7,2.3825047184086502e-06,1.7172181335473924e-06,1.6202839668895729e-06
7110,lista,18,6,2.3574099008417813e-06,1.8103293509089521e-06,1.663505479520998e-06
7210,lista,19,7,2.1372050610648866e-06,1.6466949651197828e-06,1.4465520444932266e-06
7310,lista,22,8,2.351269205289796e-06,1.8113364199628732e-06,1.6767213391563131e-06
7410,lista,23,8,2.4210589207833395e-06,1.8878013790481762e-06,1.571039883269658e-06
7510,lista,20,9,2.3688950434855678e-06,1.7914908108066253e-06,1.572898569345855e-06
7610,lista,21,9,2.558575161377855e-06,1.9537152009225757e-06,1.7143844381514462e-06
7710,lista,18,4,2.2874698451625603e-06,1.7123119432153455e-06,1.4718408227973658e-06
7810,lista,21,6,2.4100033400286535e-06,1.9100979683429293e-06,1.587174845478027e-06
7910,lista,23,7,2.409937431627481e-06,2.0191071506709506e-06,1.6671712345621353e-06
8010,lista,20,5,2.439191328022303e-06,1.8177749699248415e-06,1.4784668974679546e-06
8110,lista,19,7,2.2746093553867772e-06,1.6848083673342033e-06,1.500247613290446e-06
8210,lista,20,7,2.4188090361059284e-06,1.943129570692607e-06,1.5753281538634748e-06
8310,lista,16,5,2.2331064823282645e-06,1.6857319431082611e-06,1.4466959150839782e-06
8410,lista,19,7,2.258621202148491e-06,1.790730267881401e-06,1.5985179152634657e-06
8510,lista,20,6,2.329656797651385e-06,1.817904153077523e-06,1.5147131468469062e-06
8610,lista,23,5,2.3113424213306057e-06,1.755615498090314e-06,1.453047894870477e-06
8710,lista,18,5,2.487905575149764e-06,1.8570751085896166e-06,1.4703460662155624e-06
8810,lista,18,5,2.3424737978800792e-06,1.8417805699957673e-06,1.479604749310976e-06
8910,lista,17,6,2.253545915447666e-06,1.6885977078591098e-06,1.4111174325215868e-06
9010,lista,18,5,2.2639716263176696e-06,1.7534091966808774e-06,1.4401865743662583e-06
9110,lista,17,5,2.5497695091122598e-06,1.8212331477398495e-06,1.3898565756813503e-06
9210,lista,22,6,2.4472160339608175e-06,1.8859650092710696e-06,1.5339738232783296e-06
9310,lista,17,7,2.334936636870613e-06,1.710938370689907e-06,1.3837812380381846e-06
9410,lista,19,6,2.3564942031090306e-06,1.8119124153879686e-06,1.484649235622835e-06
9510,lista,21,8,2.3223836297748956e-06,1.9144241217387474e-06,1.484487316722647e-06
9610,lista,17,5,2.2055871697460925e-06,1.6590329806922117e-06,1.4089678196305828e-06
9710,lista,21,7,2.441700693035156e-06,1.920914175945637e-06,1.6082189880258495e-06
9810,lista,17,2,2.2295920292102594e-06,1.6904214447614373e-06,1.2701554006747322e-06
9910,lista,19,4,2.384728108626249e-06,1.8669732057480885e-06,1.4048980249624167e-06
10,flag,7,6,1.5285685159532086e-06,,
110,flag,13,12,1.841974962088797e-06,1.2809545123240069e-06,2.047620780233826e-06
210,flag,14,14,2.027328902716685e-06,1.6282037204991166e-06,2.532501093810424e-06
310,flag,16,15,2.0818932268408286e-06,1.6050836489677935e-06,2.8033911988486425e-06
410,flag,17,15,2.109567750817349e-06,1.6594939655919053e-06,2.9518998440213595e-06
510,flag,18,18,2.1898002938288657e-06,1.6717185828402036e-06,2.9215055595462522e-06
610,flag,21,21,2.394572030636239e-06,1.7000005071043458e-06,3.0581810278818012e-06
710,flag,21,18,2.318147717569782e-06,1.8188400882417741e-06,3.1992808577316483e-06
810,flag,20,19,2.469047871676998e-06,1.8967738029577078e-06,3.318868302183706e-06
910,flag,21,18,2.489239344883769e-06,1.9595506856102872e-06,3.358889080118388e-06
1010,flag,22,20,2.479323847382844e-06,2.0069153911305314e-06,3.7305008299881593e-06
1110,flag,24,20,2.4668958101033277e-06,1.8747707662266602e-06,3.4211979871014914e-06
1210,flag,22,19,2.4136809905713887e-06,1.7958172747015828e-06,3.260083727933811e-06
1310,flag,21,19,2.4164398421636685e-06,1.8074214835905877e-06,3.419156695655422e-06
1410,flag,23,21,2.5120073601630825e-06,1.8589740688144998e-06,3.4455194531883175e-06
1510,flag,25,24,2.578111620751797e-06,1.914334197770232e-06,3.7418914281580648e-06
1610,flag,23,19,2.471593618227598e-06,1.786666689440608e-06,3.6221860486481014e-06
1710,flag,28,24,2.6416217080975136e-06,2.0417446365603174e-06,3.895014833421323e-06
1810,flag,23,20,2.5784159243986606e-06,1.878491209367259e-06,3.7240225339813065e-06
1910,flag,24,23,2.6401913394134234e-06,1.8884716777071038e-06,3.777777824782466e-06
2010,flag,22,20,2.590324432973133e-06,1.8335858932014254e-06,3.630633405527642e-06
2110,flag,24,21,2.5704529525408257e-06,1.8106535873116505e-06,3.727577880473821e-06
2210,flag,24,23,2.719673332654949e-06,1.8855817426472556e-06,3.847235448664904e-06
2310,flag,27,23,2.8359956765799868e-06,2.0070955262595824e-06,3.960975537442101e-06
2410,flag,22,19,2.6443216346324737e-06,1.8406383187926196e-06,3.712050639876572e-06
2510,flag,21,21,2.6621826543817815e-06,1.8006272611079667e-06,3.798792959224635e-06
2610,flag,26,24,2.8554102528121307e-06,2.135328488230245e-06,4.05822092116895e-06
2710,flag,26,23,2.808437238680422e-06,1.961450543048443e-06,3.9788680469599675e-06
2810,flag,22,20,2.6045560440078277e-06,1.773913053498752e-06,3.739928085693634e-06
2910,flag,28,24,2.903021140013464e-06,2.14746948124363e-06,4.1198608912089485e-06
3010,flag,25,23,2.8862538031809343e-06,2.107678889932664e-06,4.533668201950252e-06
3110,flag,26,23,2.791060639566832e-06,2.0062399600679897e-06,4.166612132939325e-06
3210,flag,29,27,2.9827017431347624e-06,1.990127295276423e-06,4.093060071641808e-06
3310,flag,24,23,2.7609812066748135e-06,1.938281116053986e-06,4.038343909896476e-06
3410,flag,23,22,2.6703841221295957e-06,1.7961253953026122e-06,3.8131657841797236e-06
3510,flag,29,27,2.9451183419659927e-06,2.1064801912121092e-06,4.181519151067516e-06
3610,flag,26,23,2.818298225641521e-06,2.014224977559737e-06,4.334075419945961e-06
3710,flag,24,21,2.9860760499568727e-06,1.9053420831755519e-06,5.438674282467826e-06
3810,flag,23,23,3.196705086378168e-06,1.7784654532908933e-06,4.094459371712541e-06
3910,flag,27,24,3.0773404857505444e-06,2.1485198087489263e-06,4.164221477958505e-06
4010,flag,26,22,2.9341996003166667e-06,1.968560639517194e-06,3.997066340495937e-06
4110,flag,26,23,2.9912179179985124e-06,1.9111391426459216e-06,4.404981535509145e-06
4210,flag,27,24,3.0023734981415774e-06,2.0432072548273234e-06,4.160096887283825e-06
4310,flag,25,24,2.7035627729801576e-06,1.8127783799952318e-06,3.933294641169537e-06
4410,flag,26,24,2.7325247792504764e-06,1.8567063071874573e-06,3.943528421543206e-06
4510,flag,26,24,2.8952380607664575e-06,1.9636161205763955e-06,4.103941620570851e-06
4610,flag,25,23,2.9230832276531253e-06,1.897900902347135e-06,4.112336579476398e-06
4710,flag,25,22,2.9082067592990704e-06,1.8348911512673469e-06,3.951351485542349e-06
4810,flag,26,22,2.7459872057928005e-06,1.828823040359386e-06,3.842417846264936e-06
4910,flag,29,25,3.011954771633751e-06,2.0919171031660982e-06,4.076102348522116e-06
5010,flag,30,25,2.966597944904841e-06,2.0049182851044995e-06,4.151313403395541e-06
5110,flag,24,23,2.811475560623415e-06,1.9021040379939477e-06,4.06706369667229e-06
5210,flag,30,28,2.8770211722431652e-06,1.9169393253465174e-06,4.015639968847315e-06
5310,flag,24,21,2.8179454200858393e-06,1.777597833216169e-06,4.010932069531192e-06
5410,flag,27,27,3.004594542891917e-06,2.0017924983238907e-06,4.171362495220982e-06
5510,flag,25,21,2.8303538234673775e-06,1.7947166991191653e-06,3.973260357606672e-06
5610,flag,26,23,2.7646596374772247e-06,1.7779772861918222e-06,3.920837399338773e-06
5710,flag,30,25,2.9780589685606364e-06,1.94524425185389e-06,4.149735801031146e-06
5810,flag,27,25,3.1158422144454008e-06,2.1508817481512706e-06,4.813939398981115e-06
5910,flag,26,23,2.9805854164250512e-06,1.8615316879916487e-06,3.903409996020742e-06
6010,flag,30,25,3.0749037239746783e-06,1.9975170962176003e-06,4.113778400208112e-06
6110,flag,29,29,2.983770798586231e-06,1.93279247639906e-06,4.126529042389675e-06
6210,flag,27,23,2.913415318087012e-06,1.8716355926734816e-06,4.037886247989093e-06
6310,flag,26,23,2.972321680176011e-06,1.954793480748295e-06,4.065838162940363e-06
6410,flag,26,24,3.0657688698864907e-06,1.7617997220344694e-06,4.0093900372923e-06
6510,flag,27,25,2.771692586289574e-06,1.7537745821075914e-06,3.770708556077993e-06
6610,flag,26,23,2.86620190872978e-06,1.7378845164991898e-06,3.7312357665374817e-06
6710,flag,26,24,2.8990393510762887e-06,1.8521380223528065e-06,3.828485079194589e-06
6810,flag,28,24,3.0430618721937697e-06,1.9454478626921884e-06,4.0130531450542604e-06
6910,flag,28,26,3.059277495328592e-06,1.907189174679689e-06,4.249890711617033e-06
7010,flag,28,24,3.116840053217626e-06,2.00103451912577e-06,4.0478987405852726e-06
7110,flag,27,25,3.0250414119655437e-06,1.919828768412366e-06,4.0680655675038035e-06
7210,flag,26,25,2.8594507262699694e-06,1.764992978394195e-06,3.8895831797465995e-06
7310,flag,29,27,3.2295534062356574e-06,2.158362510632997e-06,4.478389397984613e-06
7410,flag,31,30,3.3152668785523283e-06,2.0302327885833935e-06,4.183185150033921e-06
7510,flag,27,26,3.1181551163410814e-06,2.116036416062073e-06,4.218906021263805e-06
7610,flag,29,27,3.269669937456984e-06,2.108310492901507e-06,4.225651371266641e-06
7710,flag,27,25,2.986719747158614e-06,1.9138777406005584e-06,5.031391108618272e-06
7810,flag,28,27,3.1008755916043045e-06,2.0278686730068972e-06,3.975081308193447e-06
7910,flag,32,27,3.088370254641234e-06,2.0359293462468447e-06,3.98691738221295e-06
8010,flag,28,25,2.9470153790574334e-06,1.8558954905215212e-06,4.090548588110283e-06
8110,flag,29,27,3.027421872807912e-06,2.0287793030571205e-06,4.035163944324883e-06
8210,flag,29,26,3.336852804410794e-06,2.0372977432160454e-06,4.105929014600886e-06
8310,flag,25,22,3.0690335274461055e-06,1.7462658493581122e-06,3.813109784770371e-06
8410,flag,28,26,3.161001189250348e-06,1.9100002163337016e-06,3.900839846252157e-06
8510,flag,29,27,3.0769418037945214e-06,1.918248801500139e-06,3.958725396953102e-06
8610,flag,31,28,3.057616975549172e-06,1.858373213451886e-06,4.186018883064169e-06
8710,flag,29,25,3.156652310573094e-06,2.029987982306036e-06,4.092086837580592e-06
8810,flag,26,24,3.037269813904687e-06,1.8694236023480119e-06,3.946846461969155e-06
8910,flag,26,24,3.2054963464968443e-06,1.873935377851979e-06,3.85602051780468e-06
9010,flag,28,25,2.953379854875464e-06,1.8334654804321255e-06,3.7115321881825257e-06
9110,flag,28,25,3.0086257052253034e-06,1.8876967454601205e-06,3.816948297786472e-06
9210,flag,32,27,3.3396345934341723e-06,1.9981687750639426e-06,4.157393028348101e-06
9310,flag,26,24,3.0319362747224304e-06,1.7961475817613759e-06,3.896489550011642e-06
9410,flag,30,27,3.1101402954138707e-06,2.0828651833237652e-06,4.15452092508551e-06
9510,flag,31,28,3.37400520748853e-06,1.919618235223987e-06,4.0380827990933755e-06
9610,flag,26,23,3.1077108885723787e-06,1.768730210977365e-06,3.7692714646166543e-06
9710,flag,30,27,3.354012147621166e-06,2.0891750277021505e-06,4.3418786284761704e-06
9810,flag,26,24,3.3151624777999063e-06,1.9366896510493395e-06,3.951230960993621e-06
9910,flag,28,27,3.255131977190599e-06,1.9801835112237638e-06,4.156639559450821e-06
10,abr,7,5,1.1857108412576572e-06,,
110,abr,13,13,1.3088616999337756e-06,1.5150028048083186e-06,2.2894727360261115e-06
210,abr,15,14,1.3956528587949386e-06,1.6641032953674976e-06,2.6611111631306508e-06
310,abr,17,15,1.3730775527098876e-06,1.5966090081670022e-06,2.686440169227199e-06
410,abr,18,16,1.4280127164231255e-06,1.5844149868814396e-06,2.886841876285249e-06
510,abr,19,16,1.4033496122418414e-06,1.5666669839052389e-06,2.672727339703477e-06
610,abr,21,17,1.523410041541369e-06,1.9382613296013163e-06,3.027350096525545e-06
710,abr,22,19,1.5125233353275127e-06,1.6778565103387726e-06,2.8678829557377926e-06
810,abr,21,18,1.550000185596804e-06,1.8251618565691094e-06,3.1361836782276727e-06
910,abr,22,20,1.634604326149778e-06,1.8988297203806235e-06,3.2206710952193627e-06
1010,abr,21,20,1.6756974673022331e-06,1.921538765040728e-06,3.415656924562886e-06
1110,abr,23,21,1.6636258891200898e-06,1.9500000923480317e-06,3.4197243763595273e-06
1210,abr,23,21,1.6399565036280815e-06,1.8652540733209038e-06,3.259832616194023e-06
1310,abr,21,18,1.6385157481200223e-06,1.828740332568959e-06,3.2636724540680007e-06
1410,abr,23,20,1.6363551586249014e-06,1.852788201180117e-06,3.520802855593608e-06
1510,abr,27,24,1.7520892433822155e-06,1.8986624534737108e-06,3.5443331095545243e-06
1610,abr,29,19,1.725062382063554e-06,1.8943397239664769e-06,3.397133997359734e-06
1710,abr,27,23,1.830123490937347e-06,2.1023879960568538e-06,3.832353361170081e-06
1810,abr,24,20,1.7795642636888497e-06,1.943304674086981e-06,3.600558841616623e-06
1910,abr,24,22,1.807132446969037e-06,1.9805340950066844e-06,3.6107611874841993e-06
2010,abr,25,22,1.7301950260192638e-06,1.879950294114724e-06,3.543654880734624e-06
2110,abr,25,20,1.6599230703190638e-06,1.9245779952483184e-06,3.637101008392028e-06
2210,abr,26,23,1.660331867553344e-06,1.77529183382468e-06,3.454988034174123e-06
2310,abr,28,23,1.719370018137454e-06,1.9435953280857103e-06,3.70445441898531e-06
2410,abr,27,24,1.7024083651178053e-06,1.705856564497159e-06,3.68919482768387e-06
2510,abr,24,20,1.7268800642341375e-06,1.755102545887764e-06,3.6740743537402786e-06
2610,abr,29,26,1.866067950421655e-06,2.1214000589679928e-06,3.846242733619145e-06
2710,abr,33,22,1.8419008831208405e-06,2.0278412469479283e-06,3.838577040267083e-06
2810,abr,28,23,1.7808742863308463e-06,1.857454533985054e-06,3.817147503452315e-06
2910,abr,30,24,1.8652195260546326e-06,2.043462851431958e-06,3.991349611131661e-06
3010,abr,32,23,1.8158324536455777e-06,1.904391693470471e-06,3.850423202411841e-06
3110,abr,28,22,1.8880324217778815e-06,2.061967288533256e-06,4.18251665846256e-06
3210,abr,32,26,1.8766328228947226e-06,1.999359273423369e-06,3.979462877542699e-06
3310,abr,27,25,1.8823211226554347e-06,1.939164435681267e-06,3.9113708517900045e-06
3410,abr,28,22,1.7849119452990449e-06,1.8110946077375911e-06,3.829613281898976e-06
3510,abr,30,24,1.932321197997931e-06,2.1134392910830764e-06,4.083021475243375e-06
3610,abr,31,24,1.8439274278782911e-06,2.017147236527816e-06,3.98912443466995e-06
3710,abr,27,24,1.8400000207959522e-06,1.8218405195192056e-06,3.902213047368048e-06
3810,abr,27,23,1.799861324442149e-06,1.7679573716881756e-06,3.891800940524967e-06
3910,abr,33,25,1.9690324082940576e-06,2.0920513541055604e-06,4.121372752932716e-06
4010,abr,30,25,1.8204081967195058e-06,1.821778551885407e-06,3.936619900444835e-06
4110,abr,30,26,1.922667553341022e-06,1.964196164965929e-06,4.2592319489665595e-06
4210,abr,34,28,1.9894230919047773e-06,2.111445888680552e-06,4.186861169860991e-06
4310,abr,35,28,1.917511403344413e-06,1.8404452727970003e-06,4.081892495089272e-06
4410,abr,30,26,1.792042340193687e-06,1.7860817364879955e-06,4.0300349486456175e-06
4510,abr,36,29,1.9961371750397132e-06,2.0190799528080656e-06,4.1812003523191505e-06
4610,abr,37,27,1.9901479907492926e-06,1.979822607451798e-06,4.097020113352423e-06
4710,abr,32,26,1.951694103496027e-06,1.8904126369173213e-06,4.113333453724701e-06
4810,abr,31,25,1.9122511154805575e-06,1.8241638887850438e-06,3.969075271313442e-06
4910,abr,38,32,1.9957840433939278e-06,2.0674274442379298e-06,4.135177239006685e-06
5010,abr,39,27,1.9646739332243034e-06,1.999899719507026e-06,3.992385694255986e-06
5110,abr,33,25,1.9300339193206507e-06,1.8117821280899836e-06,3.919023714321424e-06
5210,abr,37,30,2.015172589909781e-06,1.993120783997527e-06,4.246221844772274e-06
5310,abr,33,25,1.9339008938729144e-06,1.8124522461145125e-06,4.044434000413641e-06
5410,abr,35,27,2.0836972248716093e-06,2.060037653677576e-06,4.397110779399099e-06
5510,abr,33,26,1.961949484930361e-06,1.7735783364239294e-06,4.088062649982733e-06
5610,abr,34,26,1.9763047046320595e-06,1.7529626417465324e-06,4.5766606013569815e-06
