n,abr_type,height_before,height_after,insert_time,search_time,delete_time
7110,flag,29,25,2.9441489168701776e-06,1.8412996224709367e-06,3.909668178628176e-06
7210,flag,27,25,3.0491593951177115e-06,1.949132848689144e-06,3.9818688660939295e-06
7310,flag,28,28,2.879755896730558e-06,1.769252370793703e-06,3.831271276988499e-06
7410,flag,27,25,2.9291854815159638e-06,1.8383544712876862e-06,3.920013824751635e-06
7510,flag,26,25,3.051616874478842e-06,1.9487987296251796e-06,4.2357475925949015e-06
7610,flag,26,25,2.8793705797108495e-06,1.823610290817855e-06,3.81390954618412e-06
7710,flag,28,25,3.186602527400917e-06,2.0324967820841815e-06,4.034424185797363e-06
7810,flag,28,25,3.022087680894157e-06,1.8779500156819357e-06,4.0285714316883355e-06
7910,flag,28,26,3.0461231635440596e-06,1.938615728773292e-06,4.021602935375622e-06
8010,flag,31,28,3.296045312810268e-06,2.231426836454709e-06,4.225534624156525e-06
8110,flag,28,26,2.9624641160163014e-06,2.21032981283258e-06,3.871055902343428e-06
8210,flag,26,23,3.092192748177274e-06,1.8885572686639675e-06,3.8557838018988235e-06
8310,flag,27,24,3.1633585277622298e-06,1.9746905381187317e-06,3.886102634380794e-06
8410,flag,28,26,3.0212597655040852e-06,1.8652527925255694e-06,3.844834167757873e-06
8510,flag,28,26,2.9963057584943034e-06,1.7963026292881993e-06,3.937617911329001e-06
8610,flag,27,25,3.0086012359346532e-06,1.7821363401197361e-06,3.982217162673621e-06
8710,flag,30,25,3.2029984812245344e-06,2.0071896258188246e-06,4.048057919557112e-06
8810,flag,30,27,3.0699884285436967e-06,1.9415017660968525e-06,3.917707738407853e-06
8910,flag,27,25,3.109581039822397e-06,1.9090391024979135e-06,3.849942802584597e-06
9010,flag,29,26,3.009293437458915e-06,2.0111499793133097e-06,3.944463050563011e-06
9110,flag,31,28,3.0186109976187937e-06,1.9431752778594914e-06,3.950553744758561e-06
9210,flag,27,26,3.32854986206798e-06,1.8588495287380693e-06,3.896816758235505e-06
9310,flag,29,26,3.0647638283935268e-06,1.9433152413947265e-06,3.978030663071849e-06
9410,flag,32,30,3.421711702604683e-06,2.1616319200725326e-06,4.4525362933710915e-06
9510,flag,29,24,2.957243128101686e-06,1.7771739768922208e-06,3.776331497827603e-06
9610,flag,30,27,3.1585640796782785e-06,1.973892016197882e-06,4.001781851137682e-06
9710,flag,31,28,3.2122309198046554e-06,2.026123425287322e-06,4.115646117411199e-06
9810,flag,27,25,3.180934671175685e-06,1.9305857028662502e-06,3.939428587456222e-06
9910,flag,28,27,3.3333982736191677e-06,2.012742384480242e-06,3.963251894023782e-06
10,abr,4,4,1.083336731729408e-06,,
110,abr,16,13,1.4452378395833962e-06,1.4333345461636782e-06,2.276191177467505e-06
210,abr,13,12,1.333333986824275e-06,1.5025636037954917e-06,2.4599994503660128e-06
310,abr,16,14,1.3726471214358916e-06,1.5694916374602561e-06,2.6819680733453544e-06
410,abr,20,18,1.6572778838940106e-06,1.9367090559010452e-06,3.1329107491440977e-06
510,abr,19,19,1.4880689294924112e-06,1.7633667967217688e-06,2.9020206920445116e-06
610,abr,19,17,1.4944171992998607e-06,1.8504267642035698e-06,2.948275229347677e-06
710,abr,19,17,1.5240369274904695e-06,1.7499993084450527e-06,2.966666551214372e-06
810,abr,24,21,1.6709459610078862e-06,2.140506694559008e-06,3.3855342867040314e-06
910,abr,21,18,1.5874654732379947e-06,1.8500003617108716e-06,3.161325839152611e-06
1010,abr,20,18,1.5976408863602245e-06,1.7974353305852184e-06,3.1194866796095783e-06
1110,abr,20,19,1.640000109658519e-06,1.845754837322945e-06,3.463889259836395e-06
1210,abr,20,19,1.6227075630569155e-06,1.7326086020583045e-06,3.176190597065664e-06
1310,abr,22,19,1.703699935203148e-06,1.8728344690230652e-06,3.294635957046287e-06
1410,abr,30,28,1.877913486428692e-06,2.2621822691607203e-06,3.945847741237401e-06
1510,abr,22,21,1.689908114122887e-06,1.8952222188947397e-06,3.4345519277220747e-06
1610,abr,24,22,1.7907129001510654e-06,1.9785488128650356e-06,3.5156745669434904e-06
1710,abr,23,22,1.7387124289665143e-06,1.829305304611085e-06,3.315000460989883e-06
1810,abr,27,23,1.9944729495116254e-06,2.0902299528925454e-06,3.748725436524971e-06
1910,abr,29,26,1.788614860596034e-06,1.863172343213572e-06,3.5485331900417806e-06
2010,abr,30,23,1.689573429280617e-06,1.937114012838082e-06,3.6048104977706755e-06
2110,abr,35,28,1.7931819515225582e-06,2.0997608793480546e-06,3.863333438944426e-06
2210,abr,28,24,1.7131328759923384e-06,1.983894645281208e-06,3.707058529150398e-06
2310,abr,26,24,1.8244433495602912e-06,2.0238098212203132e-06,3.858574498589991e-06
2410,abr,29,20,1.8013508796885417e-06,1.957052277008954e-06,3.798949525362867e-06
2510,abr,29,21,1.8377584685577571e-06,2.071659521601325e-06,3.8672766183991345e-06
2610,abr,26,23,1.690691333465695e-06,1.821289231429546e-06,3.609019582725915e-06
2710,abr,27,22,1.7357144501221803e-06,1.8694004975259304e-06,3.641743919421644e-06
2810,abr,31,24,1.7659306725096728e-06,1.8476193639425894e-06,3.733393102692009e-06
2910,abr,27,26,1.7557097375014012e-06,1.945804561963761e-06,3.7320625630935307e-06
3010,abr,27,22,1.7954118947139265e-06,1.7303670461925095e-06,3.789267459094169e-06
3110,abr,29,23,1.8947459718042214e-06,2.1314568729340314e-06,4.129058628701363e-06
3210,abr,28,22,1.7978721549639065e-06,1.8988817427366876e-06,3.823004746795027e-06
3310,abr,32,25,1.9703094204666985e-06,2.2124034098111265e-06,3.992998582712138e-06
3410,abr,29,27,1.792415956590846e-06,1.9756102252669246e-06,3.883135719424577e-06
3510,abr,33,26,1.9168712789138287e-06,2.0468238609783804e-06,3.998118829098025e-06
3610,abr,33,24,2.006636350415647e-06,1.927272687744271e-06,3.9482568746245614e-06
3710,abr,31,28,1.946172704118532e-06,1.9969999474207204e-06,3.945047477780862e-06
3810,abr,31,27,1.9610256620533945e-06,2.127866706966112e-06,4.216931662836393e-06
3910,abr,32,26,1.8368646504737286e-06,1.8405761222016184e-06,3.7791939797146324e-06
4010,abr,30,25,1.8548999932101615e-06,1.8818770389546638e-06,3.927969243668857e-06
4110,abr,31,25,1.885099366379729e-06,1.9641510180180085e-06,3.973770324988725e-06
4210,abr,33,29,1.9592860224824475e-06,2.0429099507747004e-06,4.02733869171664e-06
4310,abr,31,26,1.877268577787393e-06,1.8707976677952094e-06,3.978832336080345e-06
4410,abr,36,27,1.9111937603796e-06,1.9935006833292266e-06,4.191752591192774e-06
4510,abr,38,25,2.1020479069713713e-06,2.104922036809109e-06,4.4023436203133315e-06
4610,abr,37,28,2.073812394545675e-06,1.9506050733033857e-06,4.028493107672539e-06
4710,abr,31,26,1.9951572891724148e-06,1.900427269303582e-06,4.0892855592074026e-06
4810,abr,35,25,2.0155531617884264e-06,1.8398732439131487e-06,3.948472010278907e-06
4910,abr,34,24,2.077048113606254e-06,1.981431693568076e-06,4.213948940070203e-06
5010,abr,37,27,1.992566557522148e-06,2.0013038543545257e-06,4.0133740776996935e-06
5110,abr,35,29,2.057721139717687e-06,1.9772269886537544e-06,4.377400066005066e-06
5210,abr,31,25,2.0025767785149295e-06,1.8811524142847702e-06,4.106903282458907e-06
5310,abr,37,25,1.9254170644588203e-06,1.9023809415687407e-06,4.0142721553615e-06
5410,abr,35,28,1.9891641422731945e-06,1.9154599159245183e-06,4.080877152407097e-06
5510,abr,35,26,2.0198520722650274e-06,1.9620525159148706e-06,4.2497685559698755e-06
5610,abr,46,29,2.0030169392534304e-06,1.9273971851710996e-06,4.24027043868796e-06
5710,abr,40,28,2.0469818233359763e-06,1.9802752622710795e-06,4.260178060374326e-06
5810,abr,37,27,2.0660719427891214e-06,1.930894683280921e-06,4.204703614668181e-06
5910,abr,35,30,2.0198852874020527e-06,1.9086533723304334e-06,4.260865941304549e-06
6010,abr,49,34,2.2954584070636912e-06,2.255071611678398e-06,4.700584964745718e-06
6110,abr,39,27,2.0268870529904725e-06,1.8418446590012079e-06,4.3503723307177606e-06
6210,abr,36,28,2.1174818320484768e-06,1.8994328033307243e-06,4.28585379386351e-06
6310,abr,40,29,2.507380731915025e-06,1.936165204224204e-06,4.390374030425179e-06
6410,abr,40,29,2.1297088252921724e-06,2.0034319327412813e-06,4.404232210295748e-06
6510,abr,45,35,2.274393992810993e-06,2.315182265959749e-06,4.725605036749284e-06
6610,abr,41,31,2.3484232616073525e-06,1.9970906505811883e-06,4.2657405365277136e-06
6710,abr,38,27,2.011456020007809e-06,1.786384406501678e-06,4.275499319728498e-06
6810,abr,41,29,2.1047449840411222e-06,1.8831731547941745e-06,4.291475169810075e-06
6910,abr,39,26,2.119280226466027e-06,1.9938449745736126e-06,4.439854044399231e-06
7010,abr,39,29,2.0190495617923576e-06,1.8459243631787502e-06,4.243304197804588e-06
7110,abr,40,29,2.1321276872909965e-06,1.8407241594949583e-06,4.4497885236060785e-06
7210,abr,41,28,2.086380065343686e-06,1.9499282977232884e-06,4.650734876920557e-06
7310,abr,40,26,2.112022276855633e-06,1.81490002349446e-06,4.368891824307324e-06
7410,abr,41,27,2.0865134923658336e-06,1.9087078943288657e-06,4.527687299426417e-06
7510,abr,44,31,2.1641138233439687e-06,1.8994528610865322e-06,4.4751835159405695e-06
7610,abr,41,30,2.148766666029459e-06,1.7592986703719043e-06,5.020673610971283e-06
7710,abr,44,29,2.181924986956516e-06,1.8751825270562494e-06,4.560991488208792e-06
7810,abr,41,33,2.235947768638614e-06,1.8704275387520834e-06,4.434768532631455e-06
7910,abr,45,31,2.3485929210849425e-06,2.0190083369368763e-06,4.687333031350606e-06
8010,abr,47,36,2.4657387891914705e-06,2.356760052528128e-06,4.664181158171553e-06
8110,abr,42,31,2.185161926193216e-06,1.8756706559005293e-06,4.435838554459421e-06
8210,abr,47,30,2.266883510449235e-06,1.8756050015147181e-06,4.651381178162169e-06
8310,abr,40,29,2.3320793132982745e-06,1.8313725403545967e-06,4.565975692324772e-06
8410,abr,42,31,2.276163342716918e-06,1.8558996687648781e-06,4.563293427446422e-06
8510,abr,46,29,2.1924546387235594e-06,1.917443367688201e-06,4.561111181957899e-06
8610,abr,43,31,2.9004090677558026e-06,1.908202877631063e-06,5.683195682512684e-06
8710,abr,43,33,2.6657090668074983e-06,2.1563823895046633e-06,5.136190038109678e-06
8810,abr,48,33,2.254836945717497e-06,1.939754427448286e-06,4.786220932961908e-06
8910,abr,44,37,2.2776618461919183e-06,1.997127923389628e-06,4.819224283289902e-06
9010,abr,48,33,2.4217993854353576e-06,2.0348153612899056e-06,4.814333667767976e-06
9110,abr,47,29,2.209571746890584e-06,1.8308298228590427e-06,4.452895723700408e-06
9210,abr,45,31,2.2325243050624413e-06,1.875444747080716e-06,4.713158017566138e-06
9310,abr,46,29,2.2889348606270107e-06,1.8890636330742058e-06,4.783486846255055e-06
9410,abr,52,35,2.4410494876367977e-06,2.1642936568432827e-06,5.020940390641355e-06
9510,abr,43,32,2.247400825655931e-06,1.733208950514645e-06,4.690519220938598e-06
9610,abr,45,34,2.329848931899036e-06,1.982794412768969e-06,4.792749357298522e-06
9710,abr,49,38,2.375426426815988e-06,1.931719959976601e-06,4.796614424170305e-06
9810,abr,46,37,2.3543794071930687e-06,1.921712326259574e-06,4.951084640407685e-06
9910,abr,50,38,2.4665276448942223e-06,1.980727341921105e-06,5.238457685189992e-06
10,lista,5,4,1.6875019355211407e-06,,
110,lista,11,11,1.926744643728747e-06,1.4380971801334193e-06,2.052379256513502e-06
210,lista,15,12,1.9898205231540575e-06,1.7449990991735831e-06,2.2552638639401843e-06
310,lista,17,16,2.169361377650119e-06,1.7500002286396922e-06,2.365574129994531e-06
410,lista,17,15,2.064495239367387e-06,1.4466672049214443e-06,2.1173335456599793e-06
510,lista,19,16,2.078500583593268e-06,1.5091841769575768e-06,2.3178949241379373e-06
610,lista,19,16,2.1428573013331693e-06,1.7838980765792274e-06,2.232500143387976e-06
710,lista,22,17,2.3295055297795722e-06,1.8788314463543523e-06,2.586259573292812e-06
810,lista,17,13,2.5692067639384833e-06,1.7301884916195142e-06,2.218064788218227e-06
910,lista,20,19,2.312742336846661e-06,1.823163583432719e-06,2.332221710174862e-06
1010,lista,16,16,2.1291509903943775e-06,1.6571435220872184e-06,2.201042131370438e-06
1110,lista,17,17,2.2876778168116047e-06,1.780193364855064e-06,2.0562212303718594e-06
1210,lista,17,14,2.2612333417991135e-06,1.7908293505780822e-06,2.1295154791341743e-06
1310,lista,22,19,2.3908105935614277e-06,1.943461281301167e-06,2.5629348878507795e-06
1410,lista,18,14,2.1541984638515575e-06,1.6283147716327273e-06,2.030514438314747e-06
1510,lista,20,18,2.212333468681512e-06,1.7266672537580395e-06,2.140403826727284e-06
1610,lista,18,15,2.205167914999739e-06,1.7847615896561553e-06,2.130065647827376e-06
1710,lista,18,15,2.2034763513351985e-06,1.6648972415225168e-06,2.0495495551290945e-06
1810,lista,20,16,2.304956371846416e-06,1.8011764041148125e-06,2.220175196675377e-06
1910,lista,17,16,2.276397404920379e-06,1.7449153455021648e-06,2.1447152937926495e-06
2010,lista,16,12,2.103997548311939e-06,1.5269841665584377e-06,1.923237690475937e-06
2110,lista,21,16,2.3603678857364856e-06,1.868973704230547e-06,2.181490169907472e-06
2210,lista,21,15,2.2117987197288946e-06,1.7246575765609402e-06,2.030253571116174e-06
2310,lista,21,15,2.328449267651907e-06,1.8245903232551465e-06,2.022767765603411e-06
2410,lista,21,18,2.2871218815606843e-06,1.7628446542667799e-06,2.0809312988105674e-06
2510,lista,22,17,2.2640390501138364e-06,1.7372139931894575e-06,2.0818179485307284e-06
2610,lista,18,13,2.2468890792784323e-06,1.743292647538843e-06,2.000201183138884e-06
2710,lista,18,15,2.3302737212167488e-06,1.7810705904519438e-06,2.10411993028903e-06
2810,lista,20,15,2.3584222632272303e-06,1.857614458683844e-06,2.1217802262099488e-06
2910,lista,20,13,2.1138068539779395e-06,1.63268887966557e-06,1.8022376444854368e-06
3010,lista,16,12,2.1695114700360947e-06,1.6390039650339287e-06,1.8896494191466717e-06
3110,lista,17,13,2.1895358356679804e-06,1.6977013406467629e-06,1.970470128791882e-06
3210,lista,19,13,2.242874146804048e-06,1.9022839491029207e-06,2.026121761352839e-06
3310,lista,18,13,2.2664024044442974e-06,1.710873197195096e-06,1.905247295831537e-06
3410,lista,18,13,2.5184477846524746e-06,1.9527128635898464e-06,2.0124236381744134e-06
3510,lista,17,12,2.309966848840517e-06,1.757872399009232e-06,1.981395143957343e-06
3610,lista,17,11,2.3072298831418397e-06,1.7684285413352086e-06,1.94479355464999e-06
3710,lista,21,14,2.5765490928219705e-06,2.088751969667374e-06,2.1750001607989495e-06
3810,lista,18,12,2.3183080199522843e-06,1.693584265692661e-06,1.8614875472733283e-06
3910,lista,21,13,2.3690314783630787e-06,1.79959517651e-06,1.955819888275718e-06
4010,lista,22,13,2.331580741919216e-06,1.9484034141449504e-06,2.025031829347031e-06
4110,lista,18,11,2.2442931952646506e-06,1.7442183163469086e-06,1.8261843276769851e-06
4210,lista,20,12,2.3443353112972684e-06,1.9275435135600437e-06,1.969341412437578e-06
4310,lista,20,12,2.32728862712353e-06,1.8602124023072007e-06,2.001621219720877e-06
4410,lista,21,12,2.224445679041761e-06,1.6699190262075553e-06,1.779553610678285e-06
4510,lista,17,10,2.370835633335168e-06,1.7718596692964129e-06,1.7929547373734584e-06
4610,lista,18,11,2.324327182143935e-06,1.8179576874550694e-06,1.8423552473791846e-06
4710,lista,20,12,2.3240442813433437e-06,1.728509009250015e-06,1.8532239371411951e-06
4810,lista,20,12,2.563546656165272e-06,1.6889471474936917e-06,1.772180581380334e-06
4910,lista,18,10,2.401359394188723e-06,1.8123845320038627e-06,1.7713241727548778e-06
5010,lista,21,13,2.4547553906439716e-06,1.937499614394901e-06,1.9630347668997516e-06
5110,lista,18,11,2.2298503554474905e-06,1.791104303429128e-06,1.8010891934783005e-06
5210,lista,19,10,2.26853015728027e-06,1.995097822966237e-06,1.957143004355649e-06
5310,lista,22,9,2.208159771098442e-06,1.756947213299062e-06,1.7742159423719653e-06
5410,lista,22,10,2.298747684558263e-06,1.7325840550317858e-06,1.679528543049083e-06
5510,lista,21,11,2.3766355652506883e-06,1.844391131895029e-06,1.832294649738252e-06
5610,lista,17,10,2.3055385685244785e-06,1.7128397009947321e-06,1.704446472161654e-06
5710,lista,19,9,2.239850291318602e-06,1.6538463824220285e-06,1.619007828216372e-06
5810,lista,16,7,2.189287270189145e-06,1.610428387202926e-06,1.5869286526768468e-06
5910,lista,17,8,2.21597209567472e-06,1.641264179892367e-06,1.6188417200535187e-06
6010,lista,17,9,2.20792207289787e-06,1.7281001401329072e-06,1.6365056675391524e-06
6110,lista,20,10,2.47738587191354e-06,1.9144940724768907e-06,1.8308395373728667e-06
6210,lista,21,7,2.4306872429136787e-06,1.9336625317556194e-06,2.050162989328424e-06
6310,lista,21,9,2.26000002507822e-06,1.7323741358224686e-06,1.6142054565425261e-06
6410,lista,17,10,2.136342196811215e-06,1.6196934077655709e-06,1.5752060223590196e-06
6510,lista,18,7,2.3537000869863907e-06,1.7232944111467576e-06,1.5999999558612609e-06
6610,lista,17,9,2.3187779381871955e-06,1.7581859659209226e-06,1.900928199513796e-06
6710,lista,21,8,2.2638109646126833e-06,1.7757507343471819e-06,1.6486722529407416e-06
6810,lista,21,9,2.3167483832216216e-06,1.8195367915354469e-06,1.6889795576588708e-06
6910,lista,20,9,2.3302448146780095e-06,1.7861356969220854e-06,1.6664210135612046e-06
7010,lista,19,9,2.3712157506833176e-06,1.843758892813107e-06,1.7905071929461607e-06
7110,lista,20,8,2.5648743598734134e-06,1.8974729256354784e-06,1.626652124387085e-06
7210,lista,19,8,2.5523982664475796e-06,1.835401767795204e-06,2.1766836272815307e-06
7310,lista,18,8,2.3066440332655186e-06,1.8251222894323597e-06,1.538483098720258e-06
7410,lista,19,8,2.3438718619918383e-06,1.8110268282030755e-06,1.6326205564084751e-06
7510,lista,19,5,2.253672313540978e-06,1.697054824687745e-06,1.4858403506399786e-06
7610,lista,18,5,2.1501071150920115e-06,1.6458504686771962e-06,1.4383892135249455e-06
7710,lista,20,7,2.332676869775145e-06,1.8409869523184032e-06,1.5802773192253376e-06
7810,lista,18,8,2.3429445248514657e-06,1.7612814179055987e-06,1.7642531128276354e-06
7910,lista,17,8,2.3106050741958784e-06,1.7537168286078536e-06,1.5473097581581366e-06
8010,lista,20,8,2.393447198308344e-06,1.927890604897813e-06,1.71519913542068e-06
8110,lista,20,7,2.4302909144881363e-06,1.878243956860369e-06,1.5698950899233407e-06
8210,lista,18,5,2.3840416078952607e-06,1.7839216642301357e-06,1.544823489854573e-06
8310,lista,21,5,2.4257702665446096e-06,1.8750001049518033e-06,1.586141729353835e-06
8410,lista,18,4,2.2848483537975803e-06,1.7579772793068307e-06,1.481425169692006e-06
8510,lista,15,5,2.1619471049763603e-06,1.5550622390187756e-06,1.366730144831772e-06
8610,lista,18,4,2.216845889721264e-06,1.6683256295177022e-06,1.3791748203582983e-06
8710,lista,18,5,2.281398145987192e-06,1.698232047535229e-06,1.4404863834601903e-06
8810,lista,19,5,2.3694158905757244e-06,1.7608004999569037e-06,1.454341570488453e-06
8910,lista,19,5,2.3769795502481773e-06,1.8023985165061225e-06,1.4560594846604063e-06
9010,lista,22,4,2.446048496812711e-06,1.878333267964551e-06,1.4778229270638291e-06
9110,lista,18,5,2.36819005175529e-06,1.7336738713784804e-06,1.4287636161400875e-06
9210,lista,19,5,2.27880555434644e-06,1.7009108790206024e-06,1.4201238283656114e-06
9310,lista,21,5,2.322262660164398e-06,1.721712867007883e-06,1.42320876398608e-06
9410,lista,20,3,2.280731706883154e-06,1.7150922183466938e-06,1.3736051950477953e-06
9510,lista,20,6,2.5113937206642003e-06,1.9458146494790697e-06,1.5601320002347697e-06
9610,lista,20,4,2.454770527769046e-06,1.904829090680448e-06,1.4673310592677753e-06
9710,lista,20,7,2.370425142723544e-06,1.884262204251321e-06,1.4982415170659526e-06
9810,lista,21,3,2.3983751077801125e-06,1.8307179711066569e-06,1.432010782233392e-06
9910,lista,17,5,2.246959413080871e-06,1.713640828175136e-06,1.3741481449080598e-06
10,flag,5,5,1.400000266065555e-06,,
110,flag,12,11,1.7837211449067433e-06,1.3428597456021679e-06,2.2333337082749322e-06
210,flag,15,14,1.9203820510524187e-06,1.5925012121442706e-06,3.0358970457783494e-06
310,flag,17,16,2.028340266862892e-06,1.5793095748261388e-06,2.5166676399142793e-06
410,flag,19,16,2.127499874404748e-06,1.703846441486325e-06,2.798750028887298e-06
510,flag,20,19,2.2911841342441492e-06,1.642857773267493e-06,2.8149997524451464e-06
610,flag,22,20,2.1828094324530483e-06,1.7447360860706682e-06,3.1399997004138474e-06
710,flag,24,22,2.349812115754414e-06,1.763043089169145e-06,2.994029734930051e-06
810,flag,20,19,2.2233970855431367e-06,1.6867087179901007e-06,3.1481246878684034e-06
910,flag,21,20,2.3766197788883264e-06,1.8832404992423493e-06,3.202840823426165e-06
1010,flag,19,17,2.3690322526700554e-06,1.6949997370829805e-06,3.1812178995696648e-06
1110,flag,19,19,2.340643598833504e-06,1.6638089575627376e-06,3.3411764296412266e-06
1210,flag,21,19,2.3387959664334504e-06,1.6965809935886955e-06,3.3359824841506934e-06
1310,flag,29,27,2.616916683402744e-06,1.9879851381063403e-06,3.5057916251122666e-06
1410,flag,22,18,2.423963962575874e-06,1.9855069695040584e-06,3.5743592729137005e-06
1510,flag,23,21,2.6476107160684413e-06,1.975585532103693e-06,3.6740736324051614e-06
1610,flag,23,21,2.6319346030399876e-06,1.9779222561560523e-06,3.787898106328479e-06
1710,flag,22,19,2.631023890941796e-06,1.9678676010783505e-06,3.7663661600048612e-06
1810,flag,23,22,2.7872048694676346e-06,2.064887258313136e-06,3.9158196755458655e-06
1910,flag,22,19,2.9175507944539748e-06,1.9275770920865798e-06,3.8787227899871485e-06
2010,flag,21,19,2.4825556500526236e-06,1.7227278596067782e-06,3.5052896422739856e-06
2110,flag,27,23,2.6595076062501623e-06,1.973786849915095e-06,3.735867017579227e-06
2210,flag,26,23,2.6489957342036546e-06,1.8634146970992044e-06,3.770114479308156e-06
2310,flag,24,19,2.663407883510597e-06,1.9176990366582058e-06,3.842538774152492e-06
2410,flag,24,23,2.7805511124908855e-06,1.9474251694425683e-06,3.831303354886854e-06
2510,flag,26,24,2.6477829789539753e-06,1.8969878444941827e-06,3.66626264447478e-06
2610,flag,23,21,2.642956931705956e-06,1.8321142550387487e-06,3.625490267843227e-06
2710,flag,23,22,2.76389544787695e-06,1.9116103274168706e-06,3.980075405679531e-06
2810,flag,27,24,2.7841419571121885e-06,2.0120879616025467e-06,4.133873913848253e-06
2910,flag,26,23,2.7111502025241944e-06,1.8580700781425103e-06,3.900345063419282e-06
3010,flag,22,21,2.7419242429722236e-06,1.8526769867681598e-06,3.8105086818084877e-06
3110,flag,24,22,2.723613918610737e-06,1.8215207774855173e-06,3.7227725529837306e-06
3210,flag,25,23,2.7863278721802734e-06,1.927479634031169e-06,4.011076075412463e-06
3310,flag,23,21,2.658007707949942e-06,1.8181677400467118e-06,3.761809959006353e-06
3410,flag,24,21,2.7636155274410223e-06,1.9865237985085837e-06,3.947633381116e-06
3510,flag,24,22,2.6577470656731836e-06,1.74106314518328e-06,3.875617285263123e-06
3610,flag,22,21,2.6932415491600098e-06,1.8196607881608977e-06,3.7421121689963193e-06
3710,flag,27,24,3.0486341673595183e-06,2.093424889807628e-06,4.2199449057394875e-06
3810,flag,26,21,2.7753690430728857e-06,1.8550992969559222e-06,3.8734397335796755e-06
3910,flag,27,25,2.7763998708299673e-06,1.957757605514167e-06,4.204280253037105e-06
4010,flag,27,24,2.8828798374161125e-06,2.0314787877146648e-06,4.211166861742838e-06
4110,flag,24,21,2.750928389412129e-06,1.8503730340550344e-06,3.973780630764029e-06
4210,flag,29,25,2.909677410638555e-06,2.05395861155037e-06,4.188392049928017e-06
4310,flag,28,25,2.9551088460613912e-06,2.023381347448634e-06,4.160874583081389e-06
4410,flag,31,25,2.7548777326445677e-06,1.844355437104174e-06,3.9543760228628244e-06
4510,flag,26,23,2.857498552763005e-06,1.923707650655232e-06,4.067004664574523e-06
4610,flag,27,25,2.9226363612532106e-06,1.9752231180193902e-06,4.034460130713336e-06
4710,flag,26,26,2.828644847645914e-06,1.939527106333312e-06,4.0359356979724954e-06
4810,flag,26,25,2.8344321207545983e-06,1.8681389945348653e-06,3.971398331548514e-06
4910,flag,26,24,2.966512784951892e-06,1.9624215559956144e-06,3.9895874935384725e-06
5010,flag,31,28,3.075213334174106e-06,2.1478174364213186e-06,4.181863936824911e-06
5110,flag,26,22,2.8460977819293663e-06,1.9020102298046327e-06,3.787389442581555e-06
5210,flag,28,24,2.8736662346811896e-06,1.9869438523857767e-06,4.035058239537648e-06
5310,flag,29,29,2.8350048474509488e-06,1.828128175681708e-06,3.902830363620283e-06
5410,flag,27,26,2.8299329021091363e-06,1.882702058232756e-06,3.896707698250731e-06
5510,flag,29,26,2.9009134984747777e-06,1.9548021543248366e-06,4.140220629414791e-06
5610,flag,23,22,3.0461503114689136e-06,1.9492237955187212e-06,4.066395827917367e-06
5710,flag,25,24,2.7388902234313803e-06,1.8001768807056402e-06,4.271978642995784e-06
5810,flag,24,21,3.1678029286749565e-06,1.8509566080351562e-06,4.53856788741182e-06
5910,flag,25,22,2.7668712733417105e-06,1.710090093495039e-06,3.912319438021627e-06
6010,flag,24,22,2.8850501319296193e-06,1.8166380711371082e-06,4.081612538978751e-06
6110,flag,27,24,3.2512506145057192e-06,2.0069827174486055e-06,4.2392268345505915e-06
6210,flag,28,27,3.2216805752962082e-06,2.110591278222584e-06,4.47400832390375e-06
6310,flag,27,26,2.953216697724989e-06,1.9073073904386344e-06,4.021417335951908e-06
6410,flag,27,22,2.8237904224065137e-06,1.8030350251043852e-06,4.237539211647924e-06
6510,flag,26,24,3.0839194716046187e-06,1.832792214053689e-06,4.048833813540736e-06
6610,flag,25,23,3.116866524260054e-06,2.0359507859580567e-06,4.016305942975785e-06
6710,flag,27,26,3.0110195014912926e-06,2.0057517189555373e-06,3.992899932504614e-06
6810,flag,29,29,2.9359733264308716e-06,1.939804352955869e-06,3.932468666300851e-06
6910,flag,31,30,2.953007895803566e-06,1.9726859924471082e-06,3.982036374509335e-06
7010,flag,27,26,3.0372595133727132e-06,1.995552084312047e-06,4.095454768074104e-06
7110,flag,29,26,3.0048249212882014e-06,2.0390523555645104e-06,4.027968407302125e-06
7210,flag,28,24,3.0559689778365205e-06,1.987772241502461e-06,4.051258654001501e-06
7310,flag,27,23,2.8877512038787804e-06,1.8136434144772855e-06,4.078300282247776e-06
7410,flag,28,26,3.0802224566156188e-06,1.9769391174253664e-06,4.377755019568356e-06
7510,flag,26,25,2.9799930807674527e-06,1.8821013917594263e-06,3.908579102773519e-06
7610,flag,26,25,2.9255021804003824e-06,1.7595083823215781e-06,3.7628189748896897e-06
7710,flag,29,29,3.4880319219934498e-06,1.94093993210215e-06,4.0056492264727256e-06
7810,flag,26,23,3.1250832786705965e-06,1.9357142711727186e-06,4.096852882999111e-06
7910,flag,27,24,3.193662509759982e-06,1.9882197893538387e-06,4.182699838321519e-06
8010,flag,32,28,3.1935097656190915e-06,2.0880149696589215e-06,4.09780435645053e-06
8110,flag,29,27,3.1102911218500285e-06,2.005046592210057e-06,4.013296225077681e-06
8210,flag,26,25,3.0602967059588717e-06,1.9686314048208957e-06,4.0022868232666866e-06
8310,flag,30,28,3.122956770070001e-06,2.0120561729479383e-06,3.937447213097907e-06
8410,flag,27,25,3.027064330521668e-06,1.9472547601977388e-06,3.946702574196604e-06
