level_0,n,abr_type,height_before,height_after,insert_time,search_time,delete_time
280,4010,flag,24.86,21.88,8.842545729809066e-06,8.566820849297299e-06,2.0556437554247992e-05
281,4060,flag,24.79,22.08,9.13842157228044e-06,8.409804718660426e-06,2.0680294067662248e-05
282,4110,flag,24.94,22.08,8.876318103511617e-06,8.660050886714091e-06,2.104182746941522e-05
283,4160,flag,24.36,21.61,9.631571477527245e-06,8.540229019104118e-06,2.0687693652287356e-05
284,4210,flag,24.88,21.93,9.45831130579175e-06,8.540612617004796e-06,2.0936700646826074e-05
285,4260,flag,25.11,22.11,9.262272955204597e-06,8.533620628970456e-06,2.1092020986039648e-05
286,4310,flag,25.15,22.03,1.0120174746910077e-05,8.45580403035465e-06,2.0613338757760925e-05
287,4360,flag,24.95,22.02,8.957863639579955e-06,8.494691457061213e-06,2.0858225521739408e-05
288,4410,flag,25.04,22.19,1.0268580793497206e-05,8.503596841096698e-06,2.082520135183896e-05
289,4460,flag,24.92,22.18,8.146451756251144e-06,8.399929945257009e-06,2.0668676690229607e-05
290,4510,flag,24.92,22.1,8.680228706348044e-06,8.541748712977667e-06,2.0866497258447766e-05
291,4560,flag,25.08,21.98,9.268860440059008e-06,8.591799948386611e-06,2.0977321156794314e-05
292,4610,flag,24.71,21.98,9.414334865670158e-06,8.521177795479674e-06,2.0711260051532085e-05
293,4660,flag,25.03,21.96,9.300771904534783e-06,8.500465520521072e-06,2.0904940386134795e-05
294,4710,flag,25.09,22.1,9.664460035339149e-06,8.533936405669074e-06,2.0858915131824367e-05
295,4760,flag,25.48,22.54,1.006371074421653e-05,8.73487464738572e-06,2.0999730253427078e-05
296,4810,flag,25.1,22.23,9.322254073362531e-06,8.557943834949611e-06,2.1322468118581787e-05
297,4860,flag,24.89,22.15,1.0340502566382364e-05,8.48486027950491e-06,2.0819699940915257e-05
298,4910,flag,25.22,22.3,9.607943252800755e-06,8.629838956250259e-06,2.1007396642810394e-05
299,4960,flag,25.41,22.47,9.464255390937634e-06,8.599343630349253e-06,2.104877172600863e-05
300,5010,flag,25.49,22.56,8.866293435323474e-06,8.796009265348002e-06,2.1066140984247542e-05
301,5060,flag,24.9,22.06,9.653369474435461e-06,8.404860783000037e-06,2.0865617115999016e-05
302,5110,flag,25.33,22.55,9.597000242175542e-06,8.758647339440921e-06,2.111786817512294e-05
303,5160,flag,25.13,22.3,9.335078569666064e-06,8.474982032588065e-06,2.0942701836980816e-05
304,5210,flag,25.36,22.27,1.011643818523201e-05,8.579806420604205e-06,2.0887841468226016e-05
305,5260,flag,25.19,22.41,9.63918007833446e-06,8.563863549858664e-06,2.106756380152384e-05
306,5310,flag,25.19,22.23,1.0489051298487015e-05,8.571964425612582e-06,2.1252509540453006e-05
307,5360,flag,25.53,22.43,9.09664316052623e-06,8.553605246259313e-06,2.123520327636334e-05
308,5410,flag,25.49,22.65,1.039639728966018e-05,8.709240140395051e-06,2.1448517936793513e-05
309,5460,flag,25.2,22.36,8.698233674707168e-06,8.791039252353405e-06,2.142116940972584e-05
310,5510,flag,25.61,22.55,9.993637043992265e-06,8.745527296858954e-06,2.1566527160458484e-05
311,5560,flag,25.5,22.35,9.333169371015495e-06,8.495328661574473e-06,2.0799572746435313e-05
312,5610,flag,25.8,22.81,9.269039572301606e-06,8.47655269677416e-06,2.095110411304626e-05
313,5660,flag,25.53,22.49,1.0020657519874221e-05,8.344180291522195e-06,2.0801359235516855e-05
314,5710,flag,25.68,22.63,1.0108001645407879e-05,8.647608087165933e-06,2.1265704570567783e-05
315,5760,flag,25.59,22.59,1.0450257276687579e-05,8.641841603488526e-06,2.1283755869351098e-05
316,5810,flag,25.61,22.79,9.480795038935786e-06,8.69920745771204e-06,2.1115809574352415e-05
317,5860,flag,25.45,22.45,9.188119719710937e-06,8.464394477408108e-06,2.101543942196845e-05
318,5910,flag,25.33,22.49,8.998637522645537e-06,8.273824927507719e-06,2.0762768353083817e-05
319,5960,flag,25.73,22.57,9.619194692694594e-06,8.510085005872309e-06,2.0776146656790057e-05
320,6010,flag,25.65,22.86,9.804740937580694e-06,8.722292378369119e-06,2.1136012842374214e-05
321,6060,flag,25.85,22.71,1.0158968208426166e-05,8.544553558164295e-06,2.0960889306347586e-05
322,6110,flag,25.81,23.03,9.75232601378635e-06,8.355223065848388e-06,2.1099989554176755e-05
323,6160,flag,26.21,23.05,1.0160783796093315e-05,8.79630258444419e-06,2.152986344131259e-05
324,6210,flag,26.12,23.3,9.822112362544813e-06,8.790267506371267e-06,2.1510649691942215e-05
325,6260,flag,25.9,23.0,9.47892412304341e-06,8.585821653742023e-06,2.1215317737541934e-05
326,6310,flag,25.97,22.9,9.401877989366854e-06,8.502705903201204e-06,2.1249967184094037e-05
327,6360,flag,25.91,22.85,9.718667979433384e-06,8.366067833367483e-06,2.0983886175279437e-05
328,6410,flag,26.21,23.19,9.333426329404417e-06,8.43499310949301e-06,2.107090385351888e-05
329,6460,flag,26.45,23.27,1.0353230735047143e-05,8.574999454801904e-06,2.1185823969268315e-05
330,6510,flag,26.25,23.36,9.699514230219175e-06,8.45655738577109e-06,2.11152125523454e-05
331,6560,flag,26.25,23.24,9.931351736968307e-06,8.379257854721245e-06,2.102971343351339e-05
332,6610,flag,26.23,23.48,9.883006408455772e-06,8.472292276675643e-06,2.124989636714642e-05
333,6660,flag,26.34,23.29,9.1491978876871e-06,8.635734330802826e-06,2.1426590174292162e-05
334,6710,flag,26.22,23.28,9.591494885104998e-06,8.631057167068154e-06,2.1414703121016863e-05
335,6760,flag,26.04,23.24,9.912325056088318e-06,8.612980768716436e-06,2.139472028340724e-05
336,6810,flag,26.31,23.23,9.955148908721022e-06,8.434661818946242e-06,2.1017139937167098e-05
337,6860,flag,26.24,23.5,9.945533216831719e-06,8.625958366707624e-06,2.1705525748146756e-05
338,6910,flag,26.21,23.42,1.0319499851323161e-05,8.377647040575996e-06,2.111088716242496e-05
339,6960,flag,26.66,23.59,1.0115826706852601e-05,8.725424453730781e-06,2.1404150866692888e-05
340,7010,flag,26.47,23.67,9.115745454652645e-06,8.51077002268018e-06,2.1268603739003246e-05
341,7060,flag,26.73,23.75,9.781861262151243e-06,8.751322935258373e-06,2.13945476994232e-05
342,7110,flag,26.5,23.62,9.912394176262239e-06,8.653173443711049e-06,2.152520284507425e-05
343,7160,flag,26.74,23.58,1.053816301739783e-05,8.597431063627385e-06,2.131514321253077e-05
344,7210,flag,26.62,23.4,1.0054643079018234e-05,8.468405209208016e-06,2.1274339572146518e-05
345,7260,flag,26.41,23.44,1.0040861783429173e-05,8.610353085556604e-06,2.1502924214338454e-05
346,7310,flag,26.78,23.66,1.0016026295231157e-05,8.586199923322377e-06,2.1526965627053195e-05
347,7360,flag,26.91,23.96,9.61041330661648e-06,8.6106289572829e-06,2.144482034972221e-05
348,7410,flag,26.75,23.82,1.0119757580664167e-05,8.629242035484592e-06,2.129339187994688e-05
349,7460,flag,26.23,23.41,1.0071934977233696e-05,8.562484682140675e-06,2.1232558509302967e-05
350,7510,flag,27.24,23.97,1.031152626915954e-05,8.604846680773829e-06,2.1521716436420643e-05
351,7560,flag,26.68,23.7,1.0468613562419171e-05,8.457627852150172e-06,2.1367855715255694e-05
352,7610,flag,26.92,23.69,1.0377670674530073e-05,8.734954910250083e-06,2.185788374996392e-05
353,7660,flag,26.56,23.68,9.389072904444435e-06,8.456722261170144e-06,2.131286766467744e-05
354,7710,flag,26.77,23.7,9.84931911719035e-06,8.590335677183733e-06,2.152871381364975e-05
355,7760,flag,26.66,23.73,9.861191277593661e-06,8.532773834629776e-06,2.133237845744579e-05
356,7810,flag,26.76,23.98,1.0613201136485874e-05,8.507055917341106e-06,2.122229912539179e-05
357,7860,flag,26.89,23.85,1.0532499294686435e-05,8.535829308652922e-06,2.1518677400873333e-05
358,7910,flag,26.81,23.93,1.0503029764350948e-05,8.542409638901312e-06,2.1313134325583917e-05
359,7960,flag,26.5,23.54,9.194157842781562e-06,8.415417191228434e-06,2.155832098972738e-05
360,8010,flag,26.83,23.75,9.832969816025877e-06,8.468724775259187e-06,2.1610492971565958e-05
361,8060,flag,27.07,23.77,9.872136126809904e-06,8.532515311299332e-06,2.1136949941051817e-05
362,8110,flag,26.99,23.93,1.0601656255412186e-05,8.451337895094255e-06,2.1442150593306745e-05
363,8160,flag,26.96,24.02,1.0298640416586263e-05,8.49460320026252e-06,2.1283986968701e-05
364,8210,flag,26.68,23.49,1.0393802205226223e-05,8.45275813766408e-06,2.1234754160807738e-05
365,8260,flag,27.17,23.98,9.487083504204274e-06,8.642058242141995e-06,2.170792891428728e-05
366,8310,flag,26.97,24.03,1.0118858200421987e-05,8.613409725980713e-06,2.1645059825361523e-05
367,8360,flag,26.99,23.87,9.922321163860564e-06,8.656476780035962e-06,2.1394121775551972e-05
368,8410,flag,26.97,23.65,1.0549326964577605e-05,8.559229342752104e-06,2.159395086723578e-05
369,8460,flag,26.85,23.96,1.0780485246870534e-05,8.520985836627912e-06,2.16252424388951e-05
370,8510,flag,26.89,23.85,1.0421655953115634e-05,8.576233437033559e-06,2.1992007315654723e-05
371,8560,flag,26.79,23.77,9.98584489431425e-06,8.547816803261454e-06,2.2114364093395802e-05
372,8610,flag,26.74,23.75,1.017684750312721e-05,8.509738227779689e-06,2.1736253214815452e-05
373,8660,flag,27.11,24.09,1.0179160051314643e-05,8.587032133099966e-06,2.2045499088575396e-05
374,8710,flag,26.71,23.86,1.0466292125257297e-05,8.547632520595001e-06,2.1274814302829213e-05
375,8760,flag,27.3,23.84,1.0818551551989672e-05,8.530039263851784e-06,2.1352111365145592e-05
376,8810,flag,27.02,24.1,9.327434027996193e-06,8.681364609913244e-06,2.19754847360216e-05
377,8860,flag,26.82,23.78,1.0188506987402602e-05,8.60427388689042e-06,2.165730384059433e-05
378,8910,flag,26.97,23.79,1.011589725656584e-05,8.700603754108148e-06,2.220000466474655e-05
379,8960,flag,27.06,23.92,1.0597465731720998e-05,8.589966376880348e-06,2.1797867786625193e-05
380,9010,flag,26.89,23.82,1.0675311887111986e-05,8.66741067554219e-06,2.1946337245086545e-05
381,9060,flag,27.0,23.9,1.0236917262945868e-05,8.643536096696539e-06,2.154962339942242e-05
382,9110,flag,26.59,23.5,9.880574327274117e-06,8.48095023290402e-06,2.1278235800079165e-05
383,9160,flag,27.26,23.59,1.0135162759355686e-05,8.534813536211973e-06,2.1632541370116276e-05
384,9210,flag,27.4,24.21,1.0676149938659308e-05,8.855153380132757e-06,2.229615917414403e-05
385,9260,flag,26.83,23.84,1.041744866757579e-05,8.495345765399686e-06,2.1668682921126066e-05
386,9310,flag,26.69,23.78,1.0237478402472878e-05,8.579351120982675e-06,2.171212795403142e-05
387,9360,flag,26.87,23.67,1.0030717881189255e-05,8.456136824921705e-06,2.16140422474413e-05
388,9410,flag,26.88,23.79,1.0155208925330822e-05,8.527315556925188e-06,2.1945885727522025e-05
389,9460,flag,26.97,23.61,1.0914545610216967e-05,8.600104817202705e-06,2.172342038037993e-05
390,9510,flag,26.67,23.76,1.0680761982764884e-05,8.501537020982208e-06,2.2323796869716388e-05
391,9560,flag,27.16,23.85,1.0423774155607747e-05,8.61089468173997e-06,2.2073423337968423e-05
392,9610,flag,27.02,23.77,9.946553307045376e-06,8.446541677751095e-06,2.186686753583544e-05
393,9660,flag,26.92,23.79,1.0253530151432706e-05,8.504472519360857e-06,2.2004740906348868e-05
394,9710,flag,27.51,24.43,1.0618777472774922e-05,8.65254112555227e-06,2.2004433989367516e-05
395,9760,flag,26.9,23.71,1.0581905857773259e-05,8.541549102967453e-06,2.1782657568747546e-05
396,9810,flag,27.16,23.84,1.0136492883288004e-05,8.407718038783724e-06,2.114882786182522e-05
397,9860,flag,27.01,23.81,1.0039351069806423e-05,8.478232815502377e-06,2.1843491816713034e-05
398,9910,flag,27.3,24.13,1.0391999723829724e-05,8.761620735209398e-06,2.2169099830032903e-05
399,9960,flag,27.39,24.19,1.0832371939783796e-05,8.48005374698359e-06,2.179780998818409e-05
400,10,abr,5.67,4.85,4.723229988940148e-06,6.177570003274013e-06,1.3796320024539454e-05
401,60,abr,11.24,10.14,4.433077991203996e-06,6.922199342625391e-06,1.2832289322129023e-05
402,110,abr,13.69,12.06,4.674020272060179e-06,7.450438137715941e-06,1.4251657773490511e-05
403,160,abr,15.11,13.11,4.903699126913352e-06,7.894258000533228e-06,1.5139821511070296e-05
404,210,abr,16.3,13.85,4.896350379351047e-06,8.134965382151466e-06,1.5726103829015652e-05
405,260,abr,17.3,14.78,5.373187227283219e-06,8.147480307833086e-06,1.6370182766037873e-05
406,310,abr,18.73,15.25,5.136480585362382e-06,8.360703373295723e-06,1.7086062204265097e-05
407,360,abr,19.42,15.83,5.5754958057276675e-06,8.363371898364373e-06,1.7888505335526535e-05
408,410,abr,20.18,16.51,6.882797949667914e-06,8.513385001053536e-06,1.8273965687173997e-05
409,460,abr,21.19,16.94,7.021252565901586e-06,8.692265737843864e-06,1.8085501478985267e-05
410,510,abr,21.71,17.14,5.398510466759534e-06,8.380979606309974e-06,1.8711157087214297e-05
411,560,abr,22.3,17.56,1.0986932839695588e-05,8.578170858267445e-06,1.9479331426704705e-05
412,610,abr,23.02,18.16,5.699979211251464e-06,8.451462106102936e-06,1.9330261651744928e-05
413,660,abr,24.16,18.16,7.337184758929046e-06,8.589634906760088e-06,2.0138173452654552e-05
414,710,abr,24.69,18.51,8.804163478966793e-06,8.451632376386827e-06,2.00691801699135e-05
415,760,abr,25.35,19.03,5.829390317252977e-06,8.55366436646938e-06,2.0358266425247214e-05
416,810,abr,25.99,19.81,6.527644210710144e-06,8.598834059500972e-06,2.115241376245784e-05
417,860,abr,26.7,19.64,6.5451959537397686e-06,8.619245856945865e-06,2.1283210042722286e-05
418,910,abr,27.42,19.98,7.292975287362843e-06,8.482518283498061e-06,2.1516691805130192e-05
419,960,abr,27.88,20.24,5.947801291370069e-06,8.441114335084876e-06,2.1916324339258608e-05
420,1010,abr,29.04,20.48,7.026090050144961e-06,8.632908727504977e-06,2.2398316668426244e-05
421,1060,abr,29.77,21.37,6.954212973257526e-06,8.762262454080694e-06,2.324278758685909e-05
422,1110,abr,29.77,21.37,7.635442242734916e-06,8.629781483260404e-06,2.3193449420179626e-05
423,1160,abr,30.8,21.42,1.0398421370390333e-05,8.707238893983795e-06,2.3727737554022968e-05
424,1210,abr,31.73,22.34,7.848190041780876e-06,8.73295973663619e-06,2.4310171388003937e-05
425,1260,abr,31.47,22.26,6.210200438516271e-06,8.506490414451009e-06,2.469616707843497e-05
426,1310,abr,32.78,22.68,6.242382610582895e-06,8.675123856093027e-06,2.5172406390598323e-05
427,1360,abr,33.42,22.93,6.396933490534325e-06,8.824184558962396e-06,2.5535282501229687e-05
428,1410,abr,33.58,22.94,6.2840667165665825e-06,8.539395086043814e-06,2.5583848664777778e-05
429,1460,abr,34.69,23.99,6.4075104993917935e-06,8.77763260274923e-06,2.6188475506761242e-05
430,1510,abr,35.71,24.0,6.77377901408381e-06,8.638481458426554e-06,2.669727172733305e-05
431,1560,abr,35.99,24.51,7.750913902135345e-06,8.592714948964641e-06,2.662673856059719e-05
432,1610,abr,36.77,24.57,6.871447883325045e-06,8.686585992430294e-06,2.7203619973552033e-05
433,1660,abr,37.17,24.87,7.920103548137804e-06,8.704980771084132e-06,2.748991281807693e-05
434,1710,abr,37.53,24.84,7.507326210522122e-06,8.581051919734294e-06,2.744168145056447e-05
435,1760,abr,38.56,25.39,6.739021236900168e-06,8.59459304887299e-06,2.748557179547168e-05
436,1810,abr,39.39,25.65,7.136303363618352e-06,8.776459089707778e-06,2.8390517209651336e-05
437,1860,abr,39.73,25.89,8.029657151245794e-06,8.98790288086089e-06,2.9232744043505963e-05
438,1910,abr,40.25,26.24,7.519581827113219e-06,8.771864717387981e-06,2.9038737966736224e-05
439,1960,abr,41.32,26.89,8.030988423062197e-06,8.752649633198435e-06,2.9560210956231238e-05
440,2010,abr,41.95,26.65,7.278358915334424e-06,8.703421173779127e-06,2.981232928116432e-05
441,2060,abr,42.44,27.12,7.080830626547555e-06,8.737548544461972e-06,3.0032966753450754e-05
442,2110,abr,42.6,27.39,7.732060431679727e-06,8.444375335332412e-06,2.9991931212429078e-05
443,2160,abr,43.25,27.63,8.234290564511563e-06,8.542856390544397e-06,3.018212227755578e-05
444,2210,abr,44.9,27.78,7.527840435739571e-06,8.740343876169115e-06,3.1178328839060025e-05
445,2260,abr,45.08,27.77,7.414798188821114e-06,8.783877416940374e-06,3.11433417556765e-05
446,2310,abr,45.22,27.99,7.5057482367928856e-06,8.820246585001458e-06,3.1404131230380633e-05
447,2360,abr,45.86,29.01,7.270707326370029e-06,8.59408216908794e-06,3.1724765067684854e-05
448,2410,abr,46.76,28.4,7.677629825761548e-06,8.492480896992345e-06,3.2118580912716435e-05
449,2460,abr,47.48,28.68,8.420736488061244e-06,8.701576210972316e-06,3.2476457530091415e-05
450,2510,abr,48.04,28.88,8.331760429069233e-06,8.747371721763752e-06,3.278349942543731e-05
451,2560,abr,48.68,28.57,8.61766787020457e-06,8.907430577856701e-06,3.389766905006297e-05
452,2610,abr,49.68,29.32,7.804005617926893e-06,9.08233316039112e-06,3.42031970401101e-05
453,2660,abr,49.17,29.55,8.658994309509813e-06,8.645403219570039e-06,3.384091473585989e-05
454,2710,abr,50.79,29.32,7.972588620157366e-06,8.72955261577717e-06,3.412515909603611e-05
455,2760,abr,51.1,29.19,8.128325047534311e-06,8.792589579326781e-06,3.46160585216147e-05
456,2810,abr,52.12,28.95,8.262358237461286e-06,8.79144473057563e-06,3.463136758176672e-05
457,2860,abr,52.09,29.22,9.68029550897729e-06,8.666907905306518e-06,3.471592590402862e-05
458,2910,abr,52.9,28.38,8.238705807923413e-06,8.723391995714998e-06,3.4870592284412104e-05
459,2960,abr,53.49,29.6,8.956105874847867e-06,8.753950769644418e-06,3.611347913456976e-05
460,3010,abr,53.77,30.07,8.360130667421325e-06,8.759398738154106e-06,3.574338617460534e-05
461,3060,abr,54.34,27.47,8.596425317850221e-06,8.665826536022958e-06,3.5817455137880136e-05
462,3110,abr,54.78,27.51,8.929189399446354e-06,8.626457196467813e-06,3.6319666745057733e-05
463,3160,abr,56.67,27.81,8.77334573654687e-06,8.807682252580301e-06,3.612873042297158e-05
464,3210,abr,56.46,29.99,7.98068069445571e-06,8.764536858058122e-06,3.680323746887818e-05
465,3260,abr,57.48,27.6,8.63323274925948e-06,8.821370490942769e-06,3.6992999853282526e-05
466,3310,abr,57.4,26.7,9.139778339240392e-06,8.806105318194651e-06,3.719786192226339e-05
467,3360,abr,58.5,27.99,8.80578247685007e-06,8.72554387959077e-06,3.7255890427921997e-05
468,3410,abr,58.65,28.21,9.203452617279404e-06,8.915503064104449e-06,3.780330099776436e-05
469,3460,abr,60.43,26.34,8.843071167675431e-06,8.814419626457752e-06,3.797144790446588e-05
470,3510,abr,60.06,24.86,9.04129759342879e-06,8.889579692891077e-06,3.856797916969683e-05
471,3560,abr,60.73,25.51,8.99417092534038e-06,8.781374619737496e-06,3.8178215258080294e-05
472,3610,abr,61.36,24.9,1.001583535390735e-05,8.929022251504244e-06,3.866442585508302e-05
473,3660,abr,62.33,25.97,9.173039194032644e-06,8.833566239296548e-06,3.8717875027096885e-05
474,3710,abr,62.55,25.05,9.672956096653432e-06,8.867815284889277e-06,3.844506690372102e-05
475,3760,abr,63.62,20.12,9.026441405472105e-06,8.821005882717803e-06,3.9490544414078654e-05
476,3810,abr,64.17,23.44,9.804875038573152e-06,8.712127729433381e-06,3.983312200658406e-05
477,3860,abr,64.19,23.03,9.912530754192885e-06,8.928722923294418e-06,3.963895393933505e-05
478,3910,abr,64.85,20.31,9.064620309657322e-06,8.792249426511622e-06,3.932861412575066e-05
479,3960,abr,65.63,19.69,9.788303770740253e-06,8.693849211175058e-06,3.937133167452581e-05
480,4010,abr,65.92,18.45,1.0208277846797678e-05,8.808562054804055e-06,4.00215572649549e-05
481,4060,abr,66.6,19.53,1.0022740867407489e-05,8.845135950287827e-06,4.023460793086101e-05
482,4110,abr,66.84,19.16,1.0167192744189964e-05,9.033543963524725e-06,4.122362751834832e-05
483,4160,abr,67.5,14.65,9.700053631554247e-06,8.600016992528043e-06,3.937098886482842e-05
484,4210,abr,69.09,15.99,9.761416792963351e-06,8.95323285930362e-06,4.042277545563299e-05
485,4260,abr,68.45,15.44,1.0779750579662367e-05,8.77673301510241e-06,4.050227509143755e-05
486,4310,abr,70.06,13.7,1.0318300241084141e-05,8.801621688647698e-06,4.0416756584168966e-05
487,4360,abr,70.96,11.52,9.633558698831813e-06,8.622734237249444e-06,3.9847130354947377e-05
488,4410,abr,70.94,10.54,1.0651544054483993e-05,8.90065898273301e-06,3.991258221469975e-05
489,4460,abr,71.28,15.67,9.787156818039484e-06,8.898043389349226e-06,4.1120043838014733e-05
490,4510,abr,72.42,12.29,9.821260521192887e-06,8.766137469415512e-06,4.18253916712818e-05
491,4560,abr,72.4,12.35,1.0498068189202801e-05,8.820667360196878e-06,4.097990150886258e-05
492,4610,abr,72.59,9.93,1.0265997464168929e-05,8.650811733986865e-06,4.100279081729891e-05
493,4660,abr,74.35,13.69,1.0247830113129969e-05,8.897048885366468e-06,4.129787020560466e-05
494,4710,abr,74.61,9.18,1.0753575863738097e-05,8.944871996021796e-06,4.1696224749692424e-05
495,4760,abr,75.41,8.1,1.1575481331920327e-05,8.864653378405369e-06,4.110916237861235e-05
496,4810,abr,75.74,6.96,1.0500023777884908e-05,8.767156863618638e-06,4.0889396316734605e-05
497,4860,abr,75.8,7.11,1.101161899368946e-05,8.798767118620582e-06,4.169724302923316e-05
498,4910,abr,76.85,10.27,1.1185064787916746e-05,9.002916277553203e-06,4.284631484964805e-05
499,4960,abr,77.76,5.76,1.1068206533810011e-05,8.88974366201241e-06,4.122872087181819e-05
500,5010,abr,78.3,6.77,1.0550992299529011e-05,8.981308641680992e-06,4.122981895185343e-05
501,5060,abr,78.96,3.45,1.1392647133004497e-05,8.874963921623017e-06,4.171548552714287e-05
502,5110,abr,79.38,5.13,1.1386083691775961e-05,9.027662913182908e-06,4.2498850783762944e-05
503,5160,abr,79.87,6.36,1.0817976534768117e-05,8.726547728536586e-06,4.1872739133378324e-05
504,5210,abr,80.18,6.66,1.1282432326050449e-05,8.842302773123104e-06,4.2435132979674814e-05
505,5260,abr,81.33,5.59,1.1629645715758339e-05,8.6785212100631e-06,4.133612523585072e-05
506,5310,abr,80.98,1.26,1.1565125584673849e-05,8.861671371939695e-06,4.118671457467604e-05
507,5360,abr,82.4,3.27,1.1290905786996796e-05,8.832701580932231e-06,4.2630933484995476e-05
508,5410,abr,83.42,2.06,1.1338581988185001e-05,8.760188284711455e-06,4.1433669200671705e-05
509,5460,abr,83.25,3.25,1.1049238025826183e-05,8.612445421811692e-06,4.091019071137329e-05
510,5510,abr,83.68,2.11,1.1220057982294658e-05,8.672311711962471e-06,4.051178432190911e-05
511,5560,abr,83.54,2.61,1.171018409298285e-05,8.88799218017071e-06,4.1342243296031425e-05
512,5610,abr,85.21,3.62,1.1361577057563402e-05,8.838623552891815e-06,3.989604201159703e-05
513,5660,abr,86.06,1.78,1.1780284757986672e-05,8.836191464805949e-06,4.169784059563378e-05
514,5710,abr,85.32,2.25,1.2406679624599637e-05,8.74333681070113e-06,4.052244015224922e-05
515,5760,abr,86.54,0.38,1.1911396388890853e-05,8.841398006978807e-06,4.15976752841358e-05
516,5810,abr,87.22,2.32,1.185430714603173e-05,8.904115841668182e-06,4.114740537822785e-05
517,5860,abr,87.43,1.74,1.16081478991212e-05,8.683172020322884e-06,4.066765185631867e-05
518,5910,abr,87.88,0.48,1.1498841093602675e-05,8.708849302065518e-06,4.1929910818342065e-05
519,5960,abr,89.26,2.45,1.2098483864816756e-05,8.823103481508891e-06,4.205257683179603e-05
520,6010,abr,88.84,0.91,1.233214994582808e-05,8.811853062904245e-06,4.2441472888409104e-05
521,6060,abr,90.37,0.0,1.2399552610616624e-05,8.958843693423237e-06,4.070248052704172e-05
522,6110,abr,90.8,0.55,1.2612905974376498e-05,8.654026481148434e-06,4.1056959409345556e-05
523,6160,abr,91.17,0.95,1.2422060071505949e-05,8.702344837702893e-06,3.9898407655660865e-05
524,6210,abr,91.94,0.0,1.200430709939276e-05,8.790327087644607e-06,4.042073961915914e-05
525,6260,abr,92.95,1.43,1.18887775738549e-05,8.648658337762706e-06,4.1658300669070695e-05
526,6310,abr,93.21,0.49,1.2426087842602654e-05,8.824839770420143e-06,4.171362538443659e-05
527,6360,abr,92.85,0.97,1.1920118743467115e-05,8.714332912270222e-06,4.1133502143108535e-05
528,6410,abr,94.34,0.0,1.2320133273328402e-05,8.67256896388996e-06,4.024572858335124e-05
529,6460,abr,94.54,0.53,1.2520363617277635e-05,8.821329345045238e-06,4.1491258868183264e-05
530,6510,abr,95.33,1.05,1.3229354652010362e-05,8.694271808542167e-06,4.1913742206617655e-05
531,6560,abr,95.23,1.59,1.2474389674482416e-05,8.547240373004792e-06,4.131907182794272e-05
532,6610,abr,96.4,0.49,1.3033371177719754e-05,8.651372313582239e-06,4.0528501079686365e-05
533,6660,abr,97.35,0.0,1.1785995404354481e-05,8.585558326328962e-06,4.078470960469424e-05
534,6710,abr,97.57,1.09,1.2665851712952862e-05,8.71878069654173e-06,4.090849935178598e-05
535,6760,abr,97.53,0.0,1.267297236491624e-05,8.645488841122007e-06,4.082433284058435e-05
536,6810,abr,97.93,0.0,1.2872806287009987e-05,8.504827737806462e-06,4.053825029982433e-05
537,6860,abr,99.34,0.0,1.3469801145075606e-05,8.804305183634863e-06,4.126038585313001e-05
538,6910,abr,99.84,0.56,1.3239899147611694e-05,8.605741869490523e-06,4.2270522109884325e-05
539,6960,abr,100.48,0.0,1.3555853004156977e-05,8.69787302371015e-06,4.102441533925345e-05
540,7010,abr,102.01,0.6,1.2627430403524798e-05,8.73710344739033e-06,4.1580273464626166e-05
541,7060,abr,101.53,0.0,1.3244451678521454e-05,8.75468797635183e-06,4.1521186790771704e-05
542,7110,abr,101.81,0.0,1.3650511623563688e-05,8.831852514677385e-06,4.14938007247285e-05
543,7160,abr,102.86,0.0,1.3406794649667032e-05,8.681861652917813e-06,4.1667232848987886e-05
544,7210,abr,103.03,0.45,1.425710793820244e-05,8.728559525432353e-06,4.1762786677514e-05
545,7260,abr,103.97,0.0,1.3939441096092757e-05,8.774959850655578e-06,4.2230018032977605e-05
546,7310,abr,104.38,0.0,1.3526403578548207e-05,8.770347053927428e-06,4.1411182083936186e-05
547,7360,abr,105.5,0.0,1.3551908638740552e-05,8.984923922763182e-06,4.2045748389615824e-05
548,7410,abr,105.76,0.57,1.3836361863988895e-05,8.937350685980928e-06,4.12960323948994e-05
549,7460,abr,106.51,0.0,1.3724359569097342e-05,8.793899550457828e-06,4.1903562173153313e-05
550,7510,abr,106.87,0.0,1.4889100095621256e-05,8.864047853144007e-06,4.1861850846819484e-05
551,7560,abr,107.3,0.0,1.4651318983047296e-05,8.681323345958917e-06,4.070345758331525e-05
552,7610,abr,108.28,0.0,1.4332459204599932e-05,8.722877061119766e-06,4.096763186565856e-05
553,7660,abr,108.6,0.0,1.3569944014548733e-05,8.651579672460962e-06,4.076145361818639e-05
554,7710,abr,108.69,0.0,1.364312896317116e-05,8.74461882766987e-06,4.1255615355292536e-05
555,7760,abr,109.31,0.0,1.392131704271915e-05,8.60649866814766e-06,4.14095995727635e-05
556,7810,abr,110.07,0.0,1.4998925258664544e-05,8.729370108265127e-06,4.188034122205455e-05
557,7860,abr,110.79,0.0,1.4684066361855947e-05,8.781415241400612e-06,4.113559028358536e-05
558,7910,abr,111.59,0.0,1.5038240735422649e-05,8.94808200224061e-06,4.117487636755754e-05
